ID,Mata Kuliah,Major,Description
102,Psikologi Umum,BIMBINGAN KONSELING,"Psikologi Umum adalah matakuliah yang akan membawa kita memahami tentang dasar-dasar keilmuan psikologi. Dalam matakuliah ini kita akan belajar tentang berbagai konsep dasar dalam psikologi, mulai dari perkembangan psikologi sebagai ilmu, proses berpikir, emosi, motivasi, perilaku manusia, hingga gangguan psikologis.

Objective dari matakuliah Psikologi Umum adalah untuk memberikan pemahaman yang mendalam mengenai sifat manusia, pola pikir, dan perilaku masyarakat secara umum. Selain itu, matakuliah ini juga bertujuan untuk melatih mahasiswa dalam menerapkan prinsip-prinsip psikologi dalam kehidupan sehari-hari serta memberikan landasan pengetahuan yang kokoh terkait dengan dasar-dasar psikologi.

Materi yang akan dipelajari dalam matakuliah Psikologi Umum meliputi berbagai teori psikologi, pengertian dan aspek psikologi, sejarah perkembangan psikologi, struktur psikologi, proses mental manusia, motivasi, emosi, belajar, memori, persepsi, dan juga gangguan psikologis. Dengan mempelajari materi-materi ini, kita diharapkan dapat memahami lebih dalam mengenai psikologi sebagai ilmu yang mempelajari perilaku dan proses mental manusia secara menyeluruh. Semoga dengan belajar matakuliah Psikologi Umum, kita dapat meraih pemahaman yang lebih dalam tentang diri sendiri dan orang lain serta mampu mengaplikasikan ilmu psikologi dalam kehidupan sehari-hari."
102,Konseling dan Terapi,BIMBINGAN KONSELING,"Course Introduction:

Selamat datang di matakuliah Konseling dan Terapi! Di dalam matakuliah ini, kamu akan diajak untuk memahami secara mendalam tentang prinsip-prinsip konseling dan terapi yang digunakan dalam membantu individu mengatasi masalah mental dan emosional.

Apa yang akan dipelajari?

Dalam matakuliah ini, kamu akan belajar tentang berbagai teknik dan pendekatan konseling yang efektif, serta bagaimana menerapkannya dalam praktek klinis. Kamu juga akan mempelajari strategi komunikasi yang baik antara konselor dan klien, serta cara mengidentifikasi dan menangani masalah psikologis yang mungkin dihadapi oleh klien.

Objective:

Tujuan utama dari matakuliah ini adalah untuk mempersiapkan kamu sebagai mahasiswa untuk menjadi seorang konselor yang terlatih dan berkualitas. Kamu akan dibekali dengan pengetahuan dan keterampilan yang diperlukan untuk membantu individu menemukan solusi yang tepat untuk masalah-masalah pribadi mereka.

Materi:

Materi yang akan kamu pelajari meliputi teori-teori konseling dan terapi, proses konseling, teknik-teknik intervensi, evaluasi klien, serta etika dalam praktik konseling. Kamu juga akan belajar tentang berbagai aliran konseling seperti kognitif, behavioristik, humanistik, dan psikoanalisis, serta bagaimana menerapkannya dalam situasi nyata.

Dengan mengikuti matakuliah ini, diharapkan kamu akan memiliki pemahaman yang lebih mendalam tentang konseling dan terapi yang dapat membantu individu mengatasi berbagai masalah mental dan emosional. Selamat belajar!"
102,Psikologi Perkembangan,BIMBINGAN KONSELING,"Course Introduction: Psikologi Perkembangan

Psikologi Perkembangan adalah salah satu mata kuliah yang mempelajari tahapan-tahapan perkembangan manusia dari masa bayi hingga menjadi dewasa. Dalam mata kuliah ini, mahasiswa akan belajar tentang berbagai teori psikologi yang menjelaskan mengenai proses perkembangan manusia.

Objective dari matakuliah Psikologi Perkembangan adalah untuk memberikan pemahaman yang mendalam mengenai faktor-faktor yang mempengaruhi perkembangan manusia, baik dari segi fisik, kognitif, maupun sosial-emosional. Mahasiswa diharapkan mampu menerapkan teori-teori psikologi perkembangan dalam kehidupan sehari-hari serta dalam konteks profesional mereka di masa depan.

Materi yang akan dipelajari dalam matakuliah ini meliputi pengenalan perkembangan manusia dari sisi biologis, kognitif, sosial, dan emosional. Mahasiswa juga akan belajar mengenai berbagai teori psikologi yang berkaitan dengan perkembangan manusia, seperti teori perkembangan Freud, Erikson, Piaget, dan Vygotsky. Selain itu, materi lain yang akan diajarkan meliputi perkembangan moral, perkembangan identitas, serta faktor-faktor eksternal yang mempengaruhi proses perkembangan individu.

Dengan mengikuti matakuliah Psikologi Perkembangan, diharapkan mahasiswa akan memiliki pemahaman yang lebih luas mengenai proses perkembangan manusia dan dapat mengaplikasikan pengetahuan tersebut dalam berbagai bidang kehidupan. Ayo bergabung dan eksplorasi lebih jauh mengenai misteri perkembangan manusia!"
102,Teori Konseling,BIMBINGAN KONSELING,"Course Introduction: Teori Konseling

Selamat datang di matakuliah Teori Konseling! Matakuliah ini akan membawa kita ke dunia yang penuh dengan pengetahuan dan pemahaman tentang teori-teori yang mendasari praktik konseling. Kita akan mempelajari berbagai teori yang telah dikembangkan oleh para ahli dalam bidang konseling, sehingga kita dapat memahami bagaimana manusia berinteraksi dan berkomunikasi dalam konteks hubungan konseling.

Objective:

1. Memahami berbagai teori dan pendekatan dalam konseling.
2. Mampu menganalisis dan menjelaskan konsep-konsep teori konseling.
3. Mengembangkan keterampilan dalam memahami dan mengaplikasikan teori-teori konseling dalam praktik konseling.

Materi:

1. Teori Konseling Humanistik: Kita akan mempelajari teori-teori seperti teori Rogerian, Adlerian, dan Gestalt yang menekankan pada kepercayaan pada potensi manusia untuk memberdayakan diri sendiri.
2. Teori Konseling Psikoanalitik: Kita akan menjelajahi teori Sigmund Freud dan konsep-konsep seperti id, ego, dan superego untuk memahami dinamika psikis manusia.
3. Teori Konseling Behavioral: Kita akan memahami teori-teori Behaviorisme dan kognitif dalam konteks konseling untuk mengubah perilaku dan pola pikir yang tidak sehat.
4. Teori Konseling Terapan: Kita akan melihat bagaimana teori-teori konseling dapat diterapkan dalam berbagai konteks, seperti konseling individu, keluarga, dan kelompok.

Dengan mempelajari matakuliah ini, kita akan memiliki landasan teoritis yang kuat untuk menjadi seorang konselor yang berkompeten dan mampu memberikan dukungan secara profesional kepada individu yang membutuhkan bantuan dalam mengatasi masalah emosional, mental, dan interpersonal. Mari kita mulai perjalanan kita dalam memahami dunia konseling bersama-sama!"
102,Psikologi Abnormal,BIMBINGAN KONSELING,"Psikologi Abnormal merupakan mata kuliah yang membahas mengenai gangguan jiwa atau mental yang tidak berfungsi dengan normal. Dalam matakuliah ini, kita akan belajar tentang berbagai macam gangguan psikologis seperti depresi, kecemasan, gangguan makan, skizofrenia, dan lain sebagainya. 

Objective dari mata kuliah ini adalah untuk memahami dan mengidentifikasi gejala-gejala gangguan mental, serta mempelajari cara-cara diagnosis dan penanganannya. Dengan memahami hal ini, diharapkan kita dapat memberikan bantuan yang tepat untuk individu yang mengalami gangguan jiwa.

Materi yang akan dipelajari dalam matakuliah Psikologi Abnormal meliputi pengenalan gangguan jiwa, faktor-faktor yang mempengaruhi terjadinya gangguan jiwa, cara diagnosis gangguan jiwa, metode pengobatan, serta upaya pencegahan. 

Dengan memahami materi-materi ini, kita akan dimampukan untuk lebih peka terhadap kondisi psikologis seseorang serta dapat memberikan bantuan yang efektif dalam mengatasi masalah-masalah psikologis yang dihadapi. Jadi, mari kita belajar bersama untuk menjadi individu yang peduli dan siap membantu dalam membawa kebahagiaan bagi sesama."
103,Bahasa Jepang Dasar,PENDIDIKAN BAHASA JEPANG,"Selamat datang di matakuliah Bahasa Jepang Dasar! Matakuliah ini dirancang khusus untuk membekali Anda dengan kemampuan dasar dalam berbicara, mendengarkan, membaca, dan menulis dalam bahasa Jepang. 

Pada matakuliah ini, Anda akan mempelajari dasar-dasar tata bahasa Jepang, kosakata sehari-hari, serta pola kalimat sederhana yang dapat Anda gunakan dalam situasi komunikasi sehari-hari. Tujuan dari matakuliah ini adalah agar Anda dapat berkomunikasi secara efektif dalam bahasa Jepang, baik dalam situasi formal maupun informal.

Materi yang akan dipelajari meliputi pengenalan huruf Jepang (hiragana dan katakana), pengucapan kata-kata dalam bahasa Jepang, kosakata umum dalam kehidupan sehari-hari, tata bahasa dasar, serta situasi komunikasi seperti memperkenalkan diri, berbicara tentang hobi dan minat, memesan makanan di restoran, dan lain sebagainya.

Dengan mempelajari matakuliah ini, Anda akan dapat memperluas wawasan tentang budaya Jepang, meningkatkan kemampuan berkomunikasi lintas budaya, serta meningkatkan peluang kerja di bidang yang membutuhkan kemampuan berbahasa Jepang. Jadi, ayo bergabung dan mulai petualangan belajar bahasa Jepang bersama kami!"
103,Bahasa Jepang Lanjutan,PENDIDIKAN BAHASA JEPANG,"Hai! Selamat datang di kursus Bahasa Jepang Lanjutan! Matakuliah ini dirancang untuk para pelajar yang telah memiliki pemahaman dasar tentang Bahasa Jepang dan ingin meningkatkan kemampuan berbahasa Jepang mereka ke level yang lebih tinggi.

Dalam matakuliah ini, kamu akan belajar tentang tata bahasa yang lebih kompleks, kosakata yang lebih luas, serta ekspresi budaya yang mendalam dalam Bahasa Jepang. Tujuan utama dari matakuliah ini adalah agar kamu mampu berkomunikasi secara lancar dan efektif dalam Bahasa Jepang, baik secara lisan maupun tulisan.

Materi yang akan dipelajari meliputi pemahaman dan penggunaan kata kerja pola yang lebih kompleks, penggunaan bahasa formal dan informal, serta studi kasus budaya Jepang yang akan membantu kamu memahami konteks komunikasi yang lebih luas dalam kehidupan sehari-hari di Jepang.

Bersiaplah untuk menjadi mahir dalam berbahasa Jepang dan memperdalam pemahamanmu tentang budaya Jepang melalui kursus ini. Selamat belajar dan semoga sukses!"
103,Kebudayaan Jepang,PENDIDIKAN BAHASA JEPANG,"Course Introduction: 

Kebudayaan Jepang adalah mata kuliah yang coba menelusuri dan memahami budaya Jepang yang kaya akan tradisi dan sejarah. Mata kuliah ini akan membahas berbagai aspek kebudayaan Jepang mulai dari seni, musik, bahasa, pakaian tradisional, gastronomi, festival, hingga nilai dan norma-norma sosial yang berlaku di masyarakat Jepang.

Objectives:
1. Memahami sejarah dan perkembangan budaya Jepang.
2. Mengenal nilai-nilai tradisional dan norma-norma sosial yang berlaku di masyarakat Jepang.
3. Mengetahui berbagai aspek kebudayaan Jepang seperti seni, musik, pakaian tradisional, dan gastronomi.
4. Mampu memahami dan menghargai perbedaan budaya antara Jepang dengan budaya kita.

Materi yang akan dipelajari:
1. Sejarah budaya Jepang
2. Seni tradisional Jepang (seni rupa, seni pertunjukan)
3. Musik tradisional Jepang (Gagaku, Shamisen)
4. Bahasa Jepang dan tulisan kanji
5. Pakaian tradisional Jepang (Kimono, Yukata)
6. Kuliner Jepang (Sushi, Ramen, Matcha)
7. Festival tradisional Jepang (Hanami, Bon Odori)
8. Etika dan nilai-nilai sosial Jepang (tidak mudah memulai kontak fisik kecuali orang sangat dekat, masih sering tertutup tentang status pekerjaan atau pegawainya, sangat antusias untuk membantu wisatawan yang tersesat).

Mata kuliah Kebudayaan Jepang ini sangat menarik karena kita akan diajak untuk menyelami dan menjelajahi keunikan budaya Jepang yang begitu berbeda namun juga begitu menarik. Jadi, mari kita bersama-sama meresapi dan menghargai keindahan kebudayaan Jepang melalui mata kuliah ini!"
103,Sastra Jepang,PENDIDIKAN BAHASA JEPANG,"Course introduction:

Hai, selamat datang di matakuliah Sastra Jepang! Matakuliah ini akan membawa kamu dalam petualangan yang mengagumkan ke dalam dunia sastra Jepang yang kaya akan budaya dan tradisi. Kamu akan belajar berbagai karya sastra dari penulis-penulis terkenal Jepang, serta memahami nilai-nilai dan konsep yang terkandung dalam karya-karya tersebut. 

Objective:

Tujuan dari matakuliah ini adalah untuk memperkenalkan dan memperluas pemahaman mahasiswa tentang sastra Jepang, serta meningkatkan kemampuan berbahasa Jepang. Kamu akan diajarkan cara menganalisis dan menginterpretasikan berbagai karya sastra Jepang secara kritis, sehingga dapat mengembangkan pemikiran kreatif dan analitismu.

Materi:

Materi yang akan dipelajari meliputi berbagai genre sastra Jepang, mulai dari cerita pendek, novel, puisi, hingga teater tradisional Jepang seperti kabuki dan noh. Kamu juga akan mempelajari penggunaan bahasa dan gaya penulisan yang khas dalam sastra Jepang, serta perbedaan antara sastra Jepang klasik dan kontemporer. Selain itu, kamu akan diajarkan sejarah sastra Jepang dan dampaknya terhadap budaya Jepang modern.

Dengan mengikuti matakuliah Sastra Jepang, kamu akan mendapatkan insight yang mendalam tentang kekayaan sastra dan budaya Jepang, serta meningkatkan kemampuan berbahasa Jepang dan pemahaman tentang masyarakat Jepang secara umum. Jadi, siapakah yang tidak tergoda untuk bergabung dalam petualangan menarik ini? Ayo segera mendaftar dan temukan keajaiban Sastra Jepang bersama kami!"
103,Sejarah Jepang,PENDIDIKAN BAHASA JEPANG,"Hai! Selamat datang di kursus Sejarah Jepang! Di dalam kursus ini, kamu akan belajar tentang perkembangan sejarah Jepang mulai dari zaman kuno hingga zaman modern. 

Objective dari matakuliah ini adalah untuk memahami bagaimana Jepang menjadi negara yang kita kenal saat ini melalui pemahaman terhadap berbagai peristiwa sejarah yang memengaruhi perkembangannya.

Materi yang akan dipelajari termasuk awal mula keberadaan Jepang sebagai sebuah negara, pengaruh dari budaya Tiongkok, zaman Feodal di Jepang, hingga peristiwa-peristiwa penting seperti Restorasi Meiji, Perang Dunia II, hingga masa-masa pasca perang dan era modern Jepang.

Dengan mempelajari matakuliah ini, kamu akan mendapatkan pemahaman yang lebih luas tentang sejarah Jepang dan bagaimana sejarah tersebut mempengaruhi kondisi sosial, politik, dan budaya Jepang saat ini. Selamat belajar!"
104,Kimia Dasar,PENDIDIKAN KIMIA,"Introduction:
Selamat datang di matakuliah Kimia Dasar! Matakuliah ini akan membawa Anda untuk memahami dasar-dasar kimia yang sangat penting dalam kehidupan sehari-hari. Dalam kursus ini, Anda akan belajar tentang prinsip-prinsip dasar kimia, reaksi kimia, struktur atom, ikatan kimia, serta aplikasi kimia dalam kehidupan sehari-hari.

Objectives:
Tujuan utama dari matakuliah ini adalah agar mahasiswa dapat memahami konsep-konsep dasar dalam kimia, mengaplikasikan konsep-konsep tersebut dalam kehidupan sehari-hari, serta mampu melakukan percobaan kimia sederhana dengan benar.

Materi:
Materi yang akan dipelajari dalam matakuliah Kimia Dasar antara lain struktur atom, mekanisme reaksi kimia, sifat-sifat unsur kimia, rumus kimia, hukum-hukum dasar kimia, serta pengetahuan dasar tentang tabel periodik. Materi-materi ini akan disampaikan melalui kuliah, diskusi, dan praktikum kimia. Selain itu, Mahasiswa juga akan diajak untuk melakukan eksperimen kimia sederhana guna memahami konsep yang telah dipelajari secara teoritis. Jadi, mari bergabung dan nikmati perjalanan belajar kimia bersama-sama dalam matakuliah Kimia Dasar ini!"
104,Kimia Organik,PENDIDIKAN KIMIA,"Kimia Organik merupakan salah satu matakuliah yang mempelajari senyawa-senyawa yang mengandung unsur karbon. Matakuliah ini memiliki tujuan untuk memperkenalkan konsep-konsep dasar kimia organik serta aplikasinya dalam kehidupan sehari-hari.

Dalam matakuliah ini, kita akan mempelajari tentang struktur molekul organik, pembentukan ikatan kimia, reaksi-reaksi organik, serta aplikasi kimia organik dalam sintesis senyawa-senyawa penting seperti obat-obatan, bahan kimia industri, dan bahan organik lainnya.

Materi dalam matakuliah Kimia Organik akan meliputi berbagai konsep menarik seperti isomeri, reaktivitas molekul organik, mekanisme reaksi organik, serta metode analisis senyawa organik. Melalui pembelajaran ini, diharapkan mahasiswa dapat memahami pentingnya kimia organik dalam memahami sifat dan fungsi senyawa-senyawa organik di sekitar kita."
104,Analisis Kimia,PENDIDIKAN KIMIA,"Course Introduction:

Selamat datang di matakuliah Analisis Kimia! Matakuliah ini akan membawa kalian menelusuri dunia yang penuh dengan reaksi kimia, zat-zat kimia, dan teknik analisis yang digunakan untuk memahami komposisi suatu sampel. 

Apa yang akan dipelajari:

Dalam matakuliah ini, kita akan belajar mengenai prinsip dasar analisis kimia, metode analisis kualitatif dan kuantitatif, serta penerapan teknik analisis untuk mengidentifikasi senyawa-senyawa kimia. Kita juga akan mempelajari tentang instrumen-instrumen analitik modern yang digunakan dalam laboratorium kimia.

Objective dari matakuliah ini:

Tujuan utama dari matakuliah Analisis Kimia adalah memberikan pemahaman mendalam mengenai konsep dasar analisis kimia, melatih keterampilan analisis, dan mengembangkan kemampuan dalam merancang eksperimen analisis kimia. Dengan memahami metode analisis kimia, diharapkan mahasiswa dapat mengaplikasikan pengetahuan ini dalam berbagai bidang ilmu kimia maupun dalam kehidupan sehari-hari.

Materi yang akan dipelajari:

Materi dalam matakuliah ini mencakup berbagai topik menarik, mulai dari pengenalan analisis kimia, dasar-dasar kromatografi, spektroskopi, metode analisis gravimetri dan volumetri, hingga kompleksitas analisis menggunakan teknik analitik modern seperti GC-MS dan HPLC. Kalian juga akan diajak untuk memahami konsep validasi metode analisis dan pengolahan data hasil analisis.

Mari bergabung dalam perjalanan seru ini untuk memahami dunia analisis kimia dan mengembangkan kemampuan analitik kalian! Ayo mulai hari ini dan jadilah ahli analisis kimia yang handal."
104,Fisika Kimia,PENDIDIKAN KIMIA,"Halo! Selamat datang di matakuliah Fisika Kimia, di mana kamu akan diajak untuk menggali hubungan yang erat antara dua ilmu dasar penting ini. 

Dalam matakuliah ini, kamu akan mempelajari konsep-konsep dasar fisika yang berkaitan dengan kimia, serta bagaimana dua ilmu ini saling berinteraksi dalam berbagai fenomena alamiah. 

Objective utama dari matakuliah ini adalah untuk memberikan pemahaman yang mendalam tentang prinsip-prinsip fisika yang berperan dalam proses kimia, sehingga kamu dapat memahami fenomena-fenomena yang terjadi di dunia kita dengan lebih baik.

Kamu akan belajar mengenai berbagai konsep fisika seperti energi, momentum, kinetika reaksi, termodinamika, dan lain sebagainya, namun dengan pendekatan yang lebih terfokus pada aplikasinya dalam konteks kimia. 

Dengan begitu, diharapkan bahwa setelah mengikuti matakuliah ini, kamu akan memiliki pemahaman yang lebih lengkap tentang hubungan yang kompleks antara fisika dan kimia, serta dapat mengaplikasikan konsep-konsep tersebut dalam berbagai situasi kehidupan sehari-hari. Selamat belajar!"
104,Kimia Anorganik,PENDIDIKAN KIMIA,"Selamat datang di kursus Kimia Anorganik! Matakuliah ini akan membawa kamu ke dunia yang menakjubkan dari unsur-unsur kimia di dalam tabel periodik. 

Tujuan utama dari matakuliah ini adalah untuk mengenalkan konsep dasar dari kimia anorganik, termasuk struktur atom, ikatan kimia, dan reaksi kimia yang melibatkan unsur-unsur non-organik. Kamu juga akan belajar tentang sifat-sifat fisik dan kimia dari berbagai senyawa anorganik, serta aplikasinya dalam kehidupan sehari-hari.

Materi yang akan dipelajari meliputi pengenalan sistem periodik unsur, struktur atom, ikatan ionik, kovalen, dan logam, reaksi redoks, asam-basa, serta pembentukan senyawa kompleks. Kamu juga akan mempelajari tentang sifat-sifat fisik dan kimia dari logam, non-logam, dan senyawa anorganik lainnya.

Dengan memahami kimia anorganik, kamu akan dapat memahami banyak fenomena kimia di sekitar kita, serta dapat mengaplikasikannya dalam berbagai bidang, seperti kimia farmasi, kimia material, dan industri kimia. Jadi, siap untuk memulai petualangan baru dalam dunia kimia anorganik? Ayo bergabung dan mari kita jelajahi keajaiban unsur-unsur kimia bersama-sama!"
105,Welding Technology,TEKNIK PERKAPALAN,"Welding Technology adalah mata kuliah yang mempelajari tentang proses penggabungan logam dengan membakar atau mencairkan material yang hendak digabungkan. Di course introduction, mahasiswa akan diajarkan mengenai berbagai teknik dan metode pengelasan yang digunakan dalam industri, seperti SMAW (Shielded Metal Arc Welding), GTAW (Gas Tungsten Arc Welding), dan lain sebagainya.

Materi yang dipelajari meliputi prinsip dasar pengelasan, jenis-jenis logam yang dapat digabungkan, persiapan material sebelum pengelasan, dan keamanan kerja dalam melakukan proses pengelasan. Objective dari mata kuliah ini adalah untuk memberikan pemahaman yang mendalam mengenai teknologi pengelasan dan meningkatkan keterampilan dalam melakukan proses pengelasan secara aman dan efektif.

Singkatnya, mahasiswa akan mempelajari prinsip dasar pengelasan, teknik-teknik pengelasan yang digunakan, persiapan material sebelum pengelasan, dan keamanan kerja dalam melakukan proses pengelasan."
105,Ship Design,TEKNIK PERKAPALAN,"Mata kuliah ""Ship Design"" adalah mata kuliah yang membahas tentang prinsip-prinsip dalam merancang kapal laut. Course introductionnya memberikan gambaran tentang bagaimana kapal laut dirancang, termasuk faktor-faktor yang perlu dipertimbangkan seperti stabilitas, kecepatan, dan kekuatan struktur.

Dalam mata kuliah ini, mahasiswa akan mempelajari mengenai konsep dasar dalam perancangan kapal laut, termasuk penggunaan perangkat lunak simulasi untuk mengoptimalkan desain kapal. Objective dari mata kuliah ini adalah agar mahasiswa memahami proses perancangan kapal secara keseluruhan, mulai dari konsep hingga implementasi desain.

Materi yang diajarkan dalam mata kuliah Ship Design meliputi dasar-dasar hidrodinamika, prinsip-prinsip perancangan kapal, aspek struktural dalam perancangan kapal, dan penggunaan teknologi terkini dalam merancang kapal laut. Dengan memahami materi-materi tersebut, mahasiswa diharapkan dapat menghasilkan desain kapal yang efisien dan aman."
105,Marine Engineering,TEKNIK PERKAPALAN,"Marine Engineering is a course that focuses on the design, construction, and maintenance of ships and other marine vessels. The course introduction includes an overview of the maritime industry, the role of marine engineers, and the importance of safety and environmental sustainability in ship design.

Students in Marine Engineering will learn about ship propulsion systems, marine power plants, ship stability, and marine materials. The objective of the course is to equip students with the knowledge and skills needed to design, build, and maintain safe and efficient marine vessels.

Some of the key topics covered in Marine Engineering include ship hydrodynamics, marine regulations, marine electrical systems, and marine propulsion systems. Students will also learn about ship maintenance, marine corrosion, and environmental protection measures.

Overall, Marine Engineering is a course that prepares students for careers in the maritime industry, providing them with the necessary technical knowledge and practical skills to work as marine engineers on ships, offshore platforms, and marine facilities."
105,Maritime Safety,TEKNIK PERKAPALAN,"Maritime Safety adalah mata kuliah yang mengajarkan tentang langkah-langkah keselamatan dalam pelayaran laut. Course introduction dari mata kuliah ini akan membahas pentingnya keselamatan dalam dunia maritim, peraturan keselamatan internasional yang harus dipatuhi, serta teknik-teknik untuk meminimalkan risiko bencana di laut.

Dalam mata kuliah ini, mahasiswa akan mempelajari berbagai aspek dari keselamatan maritim seperti prosedur evakuasi, pengendalian kebakaran di kapal, navigasi aman, serta perawatan dan pemeliharaan peralatan keselamatan di laut.

Objective dari mata kuliah ini adalah agar mahasiswa memahami pentingnya keselamatan dalam pelayaran laut dan mampu menerapkan langkah-langkah keselamatan yang tepat dan efektif.

Materi yang akan dipelajari meliputi peraturan keselamatan laut, prosedur evakuasi, teknik penyelamatan di laut, pencegahan kebakaran di kapal, serta perawatan dan pemeliharaan peralatan keselamatan laut."
105,Naval Architecture,TEKNIK PERKAPALAN,"Naval Architecture course is designed to provide students with a comprehensive understanding of ship design and construction. The course introduction covers the basic principles of naval architecture, including hydrostatics, hydrodynamics, ship structures, and ship propulsion systems. Students will learn about the various types of ships, their functions, and design considerations.

The main objective of this course is to equip students with the knowledge and skills needed to design ships that are safe, efficient, and environmentally friendly. Throughout the course, students will study topics such as ship hydrostatics, stability, hull form optimization, resistance and propulsion, ship structures, and marine engineering systems.

Overall, Naval Architecture course offers a combination of theoretical knowledge and practical skills that are essential for a career in ship design and maritime engineering. Students will gain a deeper understanding of the complex interplay between naval architecture, marine engineering, and ship operations."
106,Pendidikan Dasar,PENDIDIKAN MASYARAKAT,"Pendidikan Dasar merupakan salah satu matakuliah wajib yang harus diambil oleh mahasiswa yang sedang menempuh pendidikan di bidang pendidikan. Matakuliah ini bertujuan untuk memberikan pemahaman dasar tentang konsep-konsep pendidikan serta proses pembelajaran yang efektif.

Dalam matakuliah Pendidikan Dasar, mahasiswa akan mempelajari tentang berbagai teori pembelajaran, pemahaman tentang kurikulum pendidikan dasar, strategi pembelajaran yang dapat diterapkan dalam proses pengajaran, serta penilaian dan evaluasi dalam pendidikan.

Tujuan utama dari matakuliah ini adalah agar mahasiswa mampu memahami konsep dasar tentang fungsi dan peran pendidikan dalam masyarakat, mengembangkan keterampilan dalam merancang dan melaksanakan pembelajaran yang efektif, serta mampu melakukan evaluasi terhadap proses belajar mengajar yang dilakukan.

Melalui materi yang diajarkan dalam matakuliah ini, mahasiswa diharapkan dapat mengembangkan pemahaman yang mendalam tentang prinsip-prinsip dasar pendidikan yang kemudian dapat diterapkan dalam dunia pendidikan sebenarnya. Dengan demikian, Pendidikan Dasar memiliki peran yang sangat penting dalam membekali mahasiswa dengan pengetahuan dan keterampilan dasar dalam mengajar dan mendidik generasi muda."
106,Pendidikan Anak Usia Dini,PENDIDIKAN MASYARAKAT,"Course Introduction:

Selamat datang di matakuliah Pendidikan Anak Usia Dini! Matakuliah ini akan membahas tentang konsep pendidikan bagi anak usia dini yang menjadi landasan bagi pembentukan karakter anak sejak dini. Dalam matakuliah ini, kita akan mempelajari berbagai teori dan metode yang dapat digunakan dalam proses pendidikan anak usia dini.

Objectives:

- Memahami pentingnya pendidikan anak usia dini dalam pembentukan karakter anak.
- Mengetahui prinsip-prinsip dasar dalam pendidikan anak usia dini.
- Mampu mengidentifikasi perkembangan anak usia dini serta merancang program pendidikan yang sesuai dengan tahapan perkembangannya.

Materi:

1. Konsep Pendidikan Anak Usia Dini
2. Teori Perkembangan Anak
3. Prinsip-prinsip Pendidikan Anak Usia Dini
4. Metode Pembelajaran yang Efektif
5. Pengembangan Karakter Anak Usia Dini
6. Evaluasi Proses Pembelajaran

Mari bergabung dalam matakuliah Pendidikan Anak Usia Dini dan bersama-sama kita menciptakan generasi yang berkualitas dan memiliki potensi yang luar biasa! Ayo kita berikan yang terbaik untuk pendidikan anak-anak usia dini!"
106,Sosiologi Pendidikan,PENDIDIKAN MASYARAKAT,"Halo! Selamat datang di kursus Sosiologi Pendidikan. Matakuliah ini akan membawa kita untuk memahami bagaimana interaksi sosial dan struktur sosial mempengaruhi dunia pendidikan. 

Dalam kursus ini, kita akan belajar tentang konsep dasar sosiologi, teori-teori sosiologi pendidikan, serta hubungan antara faktor sosial dengan proses pembelajaran dan pengajaran di dalam institusi pendidikan.

Tujuan utama dari matakuliah ini adalah untuk membantu mahasiswa memahami bagaimana aspek sosial seperti kelas sosial, gender, etnis, dan budaya mempengaruhi proses pendidikan. Selain itu, kita juga akan belajar tentang peran sosial dalam pembentukan identitas individu dan pemahaman kritis terhadap isu-isu pendidikan kontemporer.

Materi yang akan kita pelajari meliputi konsep dasar sosiologi, struktur sosial, mobilitas sosial, teori-teori sosiologi pendidikan seperti konflik, fungsionalisme, dan interaksi simbolik, serta hubungan antara sosial ekonomi dan pendidikan.

Dengan mengikuti kursus ini, diharapkan mahasiswa dapat mengembangkan pemahaman yang lebih luas tentang hubungan antara sosial dan pendidikan, serta dapat menerapkan konsep-konsep sosiologi dalam konteks pendidikan di kehidupan sehari-hari. Mari bersama-sama menjelajahi dunia sosiologi pendidikan dan memperluas wawasan kita dalam bidang ini!"
106,Psikologi Pendidikan,PENDIDIKAN MASYARAKAT,"Psikologi Pendidikan merupakan matakuliah yang akan membahas tentang hubungan antara psikologi dengan dunia pendidikan. Dalam matakuliah ini, kita akan belajar tentang bagaimana proses belajar dan pengajaran berlangsung, serta faktor-faktor psikologis yang memengaruhi proses tersebut.

Objective dari matakuliah Psikologi Pendidikan adalah untuk memahami bagaimana konsep psikologi dapat diterapkan dalam konteks pendidikan. Dengan memahami hal ini, diharapkan kita dapat mengembangkan metode-metode pengajaran yang lebih efektif dan sesuai dengan kebutuhan siswa.

Materi yang akan dipelajari dalam matakuliah Psikologi Pendidikan meliputi teori-teori psikologi yang relevan dengan pendidikan, seperti teori belajar, motivasi, dan pembelajaran. Selain itu, juga akan membahas tentang perkembangan kognitif dan emosional siswa, serta strategi-strategi pembelajaran yang dapat meningkatkan motivasi dan hasil belajar siswa.

Dengan memahami dan menguasai matakuliah Psikologi Pendidikan, diharapkan kita dapat menjadi pendidik yang lebih baik, mampu memahami kebutuhan dan potensi setiap siswa, serta mampu menciptakan lingkungan belajar yang mendukung perkembangan siswa secara optimal."
