KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
531059,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,157,636,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531060,PENDIDIKAN ANAK USIA DINI,Sarjana,75,100,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,20,23,Sendratasik,UNIVERSITAS LAMBUNG MANGKURAT
531062,TEKNOLOGI PENDIDIKAN,Sarjana,24,52,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531063,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,35,41,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531064,PSIKOLOGI,Sarjana,50,904,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531065,SOSIOLOGI,Sarjana,75,122,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531068,REKAYASA GEOLOGI,Sarjana,14,34,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531069,REKAYASA ELEKTRO,Sarjana,14,39,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531066,PERPAJAKAN,Diploma Tiga,60,112,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
531067,AKUNTANSI,Diploma Tiga,78,49,Tidak Ada,UNIVERSITAS LAMBUNG MANGKURAT
541001,AGROEKOTEKNOLOGI,Sarjana,60,158,Tidak Ada,UNIVERSITAS MULAWARMAN
541002,AGRIBISNIS,Sarjana,40,175,Tidak Ada,UNIVERSITAS MULAWARMAN
541003,TEKNOLOGI HASIL PERTANIAN,Sarjana,40,85,Tidak Ada,UNIVERSITAS MULAWARMAN
541004,KEHUTANAN,Sarjana,176,336,Tidak Ada,UNIVERSITAS MULAWARMAN
541005,PENDIDIKAN BIOLOGI,Sarjana,32,84,Tidak Ada,UNIVERSITAS MULAWARMAN
541006,PENDIDIKAN KIMIA,Sarjana,28,19,Tidak Ada,UNIVERSITAS MULAWARMAN
541007,PENDIDIKAN FISIKA,Sarjana,32,30,Tidak Ada,UNIVERSITAS MULAWARMAN
541008,PENDIDIKAN MATEMATIKA,Sarjana,32,76,Tidak Ada,UNIVERSITAS MULAWARMAN
541009,AKUAKULTUR,Sarjana,24,38,Tidak Ada,UNIVERSITAS MULAWARMAN
541010,SOSIAL EKONOMI PERIKANAN,Sarjana,24,16,Tidak Ada,UNIVERSITAS MULAWARMAN
541011,PENGELOLAAN SUMBER DAYA PERIKANAN,Sarjana,24,39,Tidak Ada,UNIVERSITAS MULAWARMAN
541012,STATISTIKA,Sarjana,39,96,Tidak Ada,UNIVERSITAS MULAWARMAN
541013,BIOLOGI,Sarjana,40,57,Tidak Ada,UNIVERSITAS MULAWARMAN
541014,KIMIA,Sarjana,37,31,Tidak Ada,UNIVERSITAS MULAWARMAN
541015,FISIKA,Sarjana,19,21,Tidak Ada,UNIVERSITAS MULAWARMAN
541017,TEKNIK SIPIL,Sarjana,28,494,Tidak Ada,UNIVERSITAS MULAWARMAN
541018,TEKNIK INDUSTRI,Sarjana,28,334,Tidak Ada,UNIVERSITAS MULAWARMAN
541019,TEKNIK LINGKUNGAN,Sarjana,28,307,Tidak Ada,UNIVERSITAS MULAWARMAN
541020,TEKNIK PERTAMBANGAN,Sarjana,28,556,Tidak Ada,UNIVERSITAS MULAWARMAN
541021,PENDIDIKAN DOKTER,Sarjana,58,1139,Tidak Ada,UNIVERSITAS MULAWARMAN
541022,KESEHATAN MASYARAKAT,Sarjana,50,851,Tidak Ada,UNIVERSITAS MULAWARMAN
541023,FARMASI,Sarjana,70,838,Tidak Ada,UNIVERSITAS MULAWARMAN
541024,PETERNAKAN,Sarjana,40,73,Tidak Ada,UNIVERSITAS MULAWARMAN
541025,TEKNIK KIMIA,Sarjana,28,50,Tidak Ada,UNIVERSITAS MULAWARMAN
541026,TEKNIK INFORMATIKA,Sarjana,55,948,Tidak Ada,UNIVERSITAS MULAWARMAN
541027,ARSITEKTUR,Sarjana,28,160,Tidak Ada,UNIVERSITAS MULAWARMAN
541028,TEKNIK GEOLOGI,Sarjana,28,212,Tidak Ada,UNIVERSITAS MULAWARMAN
541030,TEKNIK ELEKTRO,Sarjana,28,102,Tidak Ada,UNIVERSITAS MULAWARMAN
541031,TEKNOLOGI HASIL PERIKANAN,Sarjana,24,19,Tidak Ada,UNIVERSITAS MULAWARMAN
541032,KEDOKTERAN GIGI,Sarjana,30,488,Tidak Ada,UNIVERSITAS MULAWARMAN
541033,MATEMATIKA,Sarjana,26,35,Tidak Ada,UNIVERSITAS MULAWARMAN
541034,ILMU KELAUTAN,Sarjana,24,53,Tidak Ada,UNIVERSITAS MULAWARMAN
541035,GEOFISIKA,Sarjana,23,39,Tidak Ada,UNIVERSITAS MULAWARMAN
541036,PENDIDIKAN KOMPUTER,Sarjana,32,158,Tidak Ada,UNIVERSITAS MULAWARMAN
541037,FARMASI KLINIS,Sarjana,40,313,Tidak Ada,UNIVERSITAS MULAWARMAN
541038,SISTEM INFORMASI,Sarjana,55,491,Tidak Ada,UNIVERSITAS MULAWARMAN
541039,MANAJEMEN,Sarjana,138,1413,Tidak Ada,UNIVERSITAS MULAWARMAN
541040,EKONOMI PEMBANGUNAN,Sarjana,89,289,Tidak Ada,UNIVERSITAS MULAWARMAN
541041,AKUNTANSI,Sarjana,138,771,Tidak Ada,UNIVERSITAS MULAWARMAN
541042,ADMINISTRASI PUBLIK,Sarjana,32,473,Tidak Ada,UNIVERSITAS MULAWARMAN
541043,ILMU PEMERINTAHAN,Sarjana,32,390,Tidak Ada,UNIVERSITAS MULAWARMAN
541044,PEMBANGUNAN SOSIAL,Sarjana,32,114,Tidak Ada,UNIVERSITAS MULAWARMAN
541045,ILMU HUBUNGAN INTERNASIONAL,Sarjana,32,351,Tidak Ada,UNIVERSITAS MULAWARMAN
541046,ILMU KOMUNIKASI,Sarjana,32,645,Tidak Ada,UNIVERSITAS MULAWARMAN
541047,ADMINISTRASI BISNIS,Sarjana,32,769,Tidak Ada,UNIVERSITAS MULAWARMAN
541048,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,32,105,Tidak Ada,UNIVERSITAS MULAWARMAN
541049,PENDIDIKAN EKONOMI,Sarjana,32,76,Tidak Ada,UNIVERSITAS MULAWARMAN
541050,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,32,140,Tidak Ada,UNIVERSITAS MULAWARMAN
541051,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,211,Tidak Ada,UNIVERSITAS MULAWARMAN
541052,BIMBINGAN DAN KONSELING,Sarjana,32,282,Tidak Ada,UNIVERSITAS MULAWARMAN
541053,PENDIDIKAN JASMANI,Sarjana,32,70,Pendidikan Jasmani dan Olahraga,UNIVERSITAS MULAWARMAN
541054,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,64,554,Tidak Ada,UNIVERSITAS MULAWARMAN
541055,PENDIDIKAN ANAK USIA DINI,Sarjana,32,103,Tidak Ada,UNIVERSITAS MULAWARMAN
541056,ILMU HUKUM,Sarjana,132,859,Tidak Ada,UNIVERSITAS MULAWARMAN
541057,PSIKOLOGI,Sarjana,32,950,Tidak Ada,UNIVERSITAS MULAWARMAN
541058,SASTRA INDONESIA,Sarjana,46,110,Tidak Ada,UNIVERSITAS MULAWARMAN
541059,SASTRA INGGRIS,Sarjana,46,269,Tidak Ada,UNIVERSITAS MULAWARMAN
541060,PENDIDIKAN MASYARAKAT,Sarjana,20,32,Tidak Ada,UNIVERSITAS MULAWARMAN
541061,PENDIDIKAN GEOGRAFI,Sarjana,32,54,Tidak Ada,UNIVERSITAS MULAWARMAN
541062,EKONOMI SYARIAH,Sarjana,57,143,Tidak Ada,UNIVERSITAS MULAWARMAN
541063,ETNOMUSIKOLOGI,Sarjana,28,6,Etnomusikologi,UNIVERSITAS MULAWARMAN
541064,PENDIDIKAN SEJARAH,Sarjana,32,69,Tidak Ada,UNIVERSITAS MULAWARMAN
541072,ILMU LINGKUNGAN,Sarjana,25,39,Tidak Ada,UNIVERSITAS MULAWARMAN
541069,FARMASI,Diploma Tiga,40,73,Tidak Ada,UNIVERSITAS MULAWARMAN
542001,FISIKA,Sarjana,16,6,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542002,MATEMATIKA,Sarjana,16,17,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542003,TEKNIK MESIN,Sarjana,80,192,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542004,TEKNIK ELEKTRO,Sarjana,50,120,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542005,TEKNIK KIMIA,Sarjana,45,72,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542006,TEKNIK METALURGI DAN MATERIAL,Sarjana,50,150,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542007,TEKNIK SIPIL,Sarjana,75,245,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542008,PERENCANAAN WILAYAH DAN KOTA,Sarjana,32,199,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542009,TEKNIK PERKAPALAN,Sarjana,45,65,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542010,SISTEM INFORMASI,Sarjana,45,243,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542011,TEKNIK INDUSTRI,Sarjana,70,255,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542012,TEKNIK INFORMATIKA,Sarjana,50,399,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542013,TEKNIK LINGKUNGAN,Sarjana,45,224,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542014,TEKNIK KELAUTAN,Sarjana,20,42,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542015,ARSITEKTUR,Sarjana,33,94,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542016,STATISTIKA,Sarjana,27,50,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542017,ILMU AKTUARIA,Sarjana,22,53,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542018,BISNIS DIGITAL,Sarjana,36,280,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542019,REKAYASA KESELAMATAN,Sarjana,60,313,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542020,TEKNOLOGI PANGAN,Sarjana,39,96,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542021,TEKNIK LOGISTIK,Sarjana,43,124,Tidak Ada,INSTITUT TEKNOLOGI KALIMANTAN
542022,DESAIN KOMUNIKASI VISUAL,Sarjana,27,85,"Seni Rupa, Desain, dan Kriya",INSTITUT TEKNOLOGI KALIMANTAN
551001,TEKNIK ELEKTRO,Sarjana,27,57,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551002,TEKNIK SIPIL,Sarjana,48,153,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551003,AGRIBISNIS,Sarjana,54,70,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551004,AGROTEKNOLOGI,Sarjana,36,33,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551005,PENDIDIKAN MATEMATIKA,Sarjana,36,32,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551006,PENDIDIKAN BIOLOGI,Sarjana,36,36,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551007,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,36,31,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551008,AKUAKULTUR,Sarjana,36,32,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551009,TEKNOLOGI HASIL PERIKANAN,Sarjana,36,32,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551010,TEKNIK MESIN,Sarjana,18,76,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551011,KEPERAWATAN,Sarjana,36,441,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551012,KEBIDANAN,Sarjana,36,210,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551013,TEKNIK KOMPUTER,Sarjana,18,260,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551014,BIMBINGAN DAN KONSELING,Sarjana,72,131,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551015,PENDIDIKAN BAHASA INDONESIA,Sarjana,36,64,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551016,PENDIDIKAN BAHASA INGGRIS,Sarjana,36,69,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551017,EKONOMI PEMBANGUNAN,Sarjana,54,132,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551018,MANAJEMEN,Sarjana,54,438,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551019,ILMU HUKUM,Sarjana,72,248,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551021,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,90,237,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551022,AKUNTANSI,Sarjana,41,207,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
551023,KEBIDANAN,Diploma Tiga,14,53,Tidak Ada,UNIVERSITAS BORNEO TARAKAN
611001,KEDOKTERAN,Sarjana,104,2624,Tidak Ada,UNIVERSITAS UDAYANA
611002,KEDOKTERAN HEWAN,Sarjana,80,575,Tidak Ada,UNIVERSITAS UDAYANA
611003,ARSITEKTUR,Sarjana,64,493,Tidak Ada,UNIVERSITAS UDAYANA
611004,TEKNIK SIPIL,Sarjana,80,555,Tidak Ada,UNIVERSITAS UDAYANA
611005,TEKNOLOGI PANGAN,Sarjana,40,222,Tidak Ada,UNIVERSITAS UDAYANA
611006,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,36,94,Tidak Ada,UNIVERSITAS UDAYANA
611007,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,28,71,Tidak Ada,UNIVERSITAS UDAYANA
611008,BIOLOGI,Sarjana,28,58,Tidak Ada,UNIVERSITAS UDAYANA
611009,KIMIA,Sarjana,32,52,Tidak Ada,UNIVERSITAS UDAYANA
611010,FISIKA,Sarjana,40,55,Tidak Ada,UNIVERSITAS UDAYANA
611011,TEKNIK MESIN,Sarjana,72,223,Tidak Ada,UNIVERSITAS UDAYANA
611012,TEKNIK ELEKTRO,Sarjana,64,207,Tidak Ada,UNIVERSITAS UDAYANA
611013,AGRIBISNIS,Sarjana,84,297,Tidak Ada,UNIVERSITAS UDAYANA
611014,AGROEKOTEKNOLOGI,Sarjana,84,176,Tidak Ada,UNIVERSITAS UDAYANA
611015,PETERNAKAN,Sarjana,80,174,Tidak Ada,UNIVERSITAS UDAYANA
611016,MATEMATIKA,Sarjana,44,92,Tidak Ada,UNIVERSITAS UDAYANA
611017,KESEHATAN MASYARAKAT,Sarjana,60,533,Tidak Ada,UNIVERSITAS UDAYANA
611018,FARMASI,Sarjana,40,939,Tidak Ada,UNIVERSITAS UDAYANA
611019,KEPERAWATAN,Sarjana,40,536,Tidak Ada,UNIVERSITAS UDAYANA
611020,TEKNIK INFORMATIKA,Sarjana,60,898,Tidak Ada,UNIVERSITAS UDAYANA
611021,TEKNOLOGI INFORMASI,Sarjana,72,661,Tidak Ada,UNIVERSITAS UDAYANA
611022,FISIOTERAPI,Sarjana,30,304,Tidak Ada,UNIVERSITAS UDAYANA
611023,ILMU KELAUTAN,Sarjana,48,139,Tidak Ada,UNIVERSITAS UDAYANA
611024,ARSITEKTUR LANSKAP,Sarjana,16,67,Tidak Ada,UNIVERSITAS UDAYANA
611025,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,48,123,Tidak Ada,UNIVERSITAS UDAYANA
611026,KEDOKTERAN GIGI,Sarjana,40,815,Tidak Ada,UNIVERSITAS UDAYANA
611027,TEKNIK LINGKUNGAN,Sarjana,48,191,Tidak Ada,UNIVERSITAS UDAYANA
611028,TEKNIK INDUSTRI,Sarjana,48,328,Tidak Ada,UNIVERSITAS UDAYANA
611029,ARKEOLOGI,Sarjana,24,85,Tidak Ada,UNIVERSITAS UDAYANA
611030,ANTROPOLOGI BUDAYA,Sarjana,20,75,Tidak Ada,UNIVERSITAS UDAYANA
611031,ILMU SEJARAH,Sarjana,20,32,Tidak Ada,UNIVERSITAS UDAYANA
611032,ILMU HUKUM,Sarjana,212,1588,Tidak Ada,UNIVERSITAS UDAYANA
611033,ILMU EKONOMI,Sarjana,120,513,Tidak Ada,UNIVERSITAS UDAYANA
611034,AKUNTANSI,Sarjana,152,1019,Tidak Ada,UNIVERSITAS UDAYANA
611035,MANAJEMEN,Sarjana,152,1666,Tidak Ada,UNIVERSITAS UDAYANA
611036,SASTRA INDONESIA,Sarjana,24,82,Tidak Ada,UNIVERSITAS UDAYANA
611037,SASTRA INGGRIS,Sarjana,84,523,Tidak Ada,UNIVERSITAS UDAYANA
611038,SASTRA JAWA KUNO,Sarjana,10,18,Tidak Ada,UNIVERSITAS UDAYANA
611039,SASTRA BALI,Sarjana,16,13,Tidak Ada,UNIVERSITAS UDAYANA
611040,SASTRA JEPANG,Sarjana,40,172,Tidak Ada,UNIVERSITAS UDAYANA
611042,PARIWISATA,Sarjana,60,814,Tidak Ada,UNIVERSITAS UDAYANA
611043,INDUSTRI PERJALANAN WISATA,Sarjana,60,226,Tidak Ada,UNIVERSITAS UDAYANA
611044,ILMU HUBUNGAN INTERNASIONAL,Sarjana,40,641,Tidak Ada,UNIVERSITAS UDAYANA
611045,SOSIOLOGI,Sarjana,40,136,Tidak Ada,UNIVERSITAS UDAYANA
611046,PSIKOLOGI,Sarjana,48,1108,Tidak Ada,UNIVERSITAS UDAYANA
611047,ADMINISTRASI NEGARA,Sarjana,40,349,Tidak Ada,UNIVERSITAS UDAYANA
611048,ILMU KOMUNIKASI,Sarjana,40,754,Tidak Ada,UNIVERSITAS UDAYANA
611049,ILMU POLITIK,Sarjana,40,188,Tidak Ada,UNIVERSITAS UDAYANA
611041,PENGELOLAAN PERHOTELAN,Sarjana Terapan,60,172,Tidak Ada,UNIVERSITAS UDAYANA
611050,ILMU PERPUSTAKAAN,Diploma Tiga,16,24,Tidak Ada,UNIVERSITAS UDAYANA
611051,PERPAJAKAN,Diploma Tiga,28,156,Tidak Ada,UNIVERSITAS UDAYANA
611052,AKUNTANSI,Diploma Tiga,28,39,Tidak Ada,UNIVERSITAS UDAYANA
612001,PENDIDIKAN MATEMATIKA,Sarjana,60,112,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612002,PENDIDIKAN BIOLOGI,Sarjana,36,56,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612003,PENDIDIKAN KIMIA,Sarjana,30,22,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612004,PENDIDIKAN FISIKA,Sarjana,30,15,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612005,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,52,184,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612006,ILMU KEOLAHRAGAAN,Sarjana,15,17,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN GANESHA
612007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,32,17,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612012,PENDIDIKAN TEKNIK MESIN,Sarjana,32,26,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612013,PENDIDIKAN ILMU PENDIDIKAN ALAM,Sarjana,36,31,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612014,KIMIA,Sarjana,30,16,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612015,MATEMATIKA,Sarjana,30,24,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612016,BIOLOGI,Sarjana,30,22,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612017,AKUAKULTUR,Sarjana,45,33,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612018,SISTEM INFORMASI,Sarjana,62,207,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612019,ILMU KOMPUTER,Sarjana,44,135,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612020,KEDOKTERAN,Sarjana,51,988,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612021,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,48,60,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612022,PENDIDIKAN EKONOMI,Sarjana,60,94,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612023,PENDIDIKAN SEJARAH,Sarjana,60,39,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612024,PENDIDIKAN GEOGRAFI,Sarjana,50,46,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612025,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,72,121,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612026,PENDIDIKAN BAHASA INGGRIS,Sarjana,130,289,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612027,PENDIDIKAN SENI RUPA,Sarjana,45,15,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS PENDIDIKAN GANESHA
612028,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,27,46,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612029,BIMBINGAN KONSELING,Sarjana,40,170,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612030,TEKNOLOGI PENDIDIKAN,Sarjana,50,25,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612031,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,92,127,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN GANESHA
612032,MANAJEMEN,Sarjana,152,503,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612033,AKUNTANSI,Sarjana,132,319,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612034,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,30,30,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN GANESHA
612036,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,212,883,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612038,PENDIDIKAN GURU ANAK USIA DINI,Sarjana,50,60,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612039,PENDIDIKAN BAHASA JEPANG,Sarjana,48,35,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612040,PENDIDIKAN BAHASA BALI,Sarjana,45,30,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612041,PENDIDIKAN SOSIOLOGI,Sarjana,60,51,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612042,ILMU HUKUM,Sarjana,138,338,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612043,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,28,46,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612044,GEOGRAFI,Sarjana,40,19,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612056,FISIKA,Sarjana,30,5,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612057,KEPERAWATAN,Sarjana,20,271,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612058,KEBIDANAN,Sarjana,15,70,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612045,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,10,5,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612047,TEKNOLOGI REKAYASA PENGINDERAAN JAUH,Sarjana Terapan,30,4,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612050,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,10,12,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612051,KIMIA TERAPAN,Sarjana Terapan,30,7,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612052,PENGELOLAAN PERHOTELAN,Sarjana Terapan,25,58,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612053,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,60,38,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612054,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,15,23,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612055,BIOTEKNOLOGI PERIKANAN,Sarjana Terapan,15,9,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612046,KEBIDANAN,Diploma Tiga,30,33,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612048,DESAIN KOMUNIKASI VISUAL,Diploma Tiga,45,20,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
612049,ILMU PERPUSTAKAAN,Diploma Tiga,20,13,Tidak Ada,UNIVERSITAS PENDIDIKAN GANESHA
613001,TARI,Sarjana,35,20,Tari,ISI DENPASAR
613002,SENI KARAWITAN,Sarjana,38,13,Seni Karawitan,ISI DENPASAR
613003,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,53,28,Sendratasik,ISI DENPASAR
613004,MUSIK,Sarjana,53,44,Musik,ISI DENPASAR
613005,SENI MURNI,Sarjana,40,36,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613006,DESAIN INTERIOR,Sarjana,60,80,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613007,DESAIN KOMUNIKASI VISUAL,Sarjana,100,263,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613008,KRIYA,Sarjana,13,8,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613009,FOTOGRAFI,Sarjana,40,40,Fotografi,ISI DENPASAR
613010,SENI PEDALANGAN,Sarjana,6,1,Pedalangan,ISI DENPASAR
613013,DESAIN PRODUK,Sarjana,20,31,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613011,DESAIN MODE,Sarjana Terapan,53,30,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
613012,PRODUKSI FILM DAN TELEVISI,Sarjana Terapan,40,48,Film dan Televisi,ISI DENPASAR
613014,ANIMASI,Sarjana Terapan,20,11,"Seni Rupa, Desain, dan Kriya",ISI DENPASAR
621001,AGROEKOTEKNOLOGI,Sarjana,75,208,Tidak Ada,UNIVERSITAS MATARAM
621002,AGRIBISNIS,Sarjana,125,607,Tidak Ada,UNIVERSITAS MATARAM
621003,KEHUTANAN,Sarjana,50,222,Tidak Ada,UNIVERSITAS MATARAM
621004,PENDIDIKAN BIOLOGI,Sarjana,70,192,Tidak Ada,UNIVERSITAS MATARAM
621005,PENDIDIKAN KIMIA,Sarjana,50,45,Tidak Ada,UNIVERSITAS MATARAM
621006,PENDIDIKAN FISIKA,Sarjana,50,44,Tidak Ada,UNIVERSITAS MATARAM
621007,PENDIDIKAN MATEMATIKA,Sarjana,75,169,Tidak Ada,UNIVERSITAS MATARAM
621008,TEKNIK SIPIL,Sarjana,100,797,Tidak Ada,UNIVERSITAS MATARAM
621009,TEKNIK MESIN,Sarjana,63,205,Tidak Ada,UNIVERSITAS MATARAM
621010,TEKNIK ELEKTRO,Sarjana,75,283,Tidak Ada,UNIVERSITAS MATARAM
621011,BIOLOGI,Sarjana,30,132,Tidak Ada,UNIVERSITAS MATARAM
621012,MATEMATIKA,Sarjana,30,70,Tidak Ada,UNIVERSITAS MATARAM
