Mata Kuliah,NAMA,Description,summary,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Bisnis dan Ekonomi,Teknologi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
Manajemen Sumber Daya Perairan,AKUAKULTUR,"Course Introduction: 

Manajemen Sumber Daya Perairan merupakan sebuah mata kuliah yang memberikan pemahaman dan keterampilan dalam pengelolaan berbagai sumber daya perairan, seperti sungai, danau, dan laut. Dalam matakuliah ini, mahasiswa akan diajarkan berbagai konsep, metode, dan teknik yang diperlukan dalam menjaga kelangsungan hidup dan kelestarian sumber daya perairan.

Objectives: 
- Memahami pentingnya menjaga keseimbangan ekosistem perairan
- Meningkatkan kemampuan dalam merencanakan dan melakukan kegiatan pengelolaan sumber daya perairan secara berkelanjutan
- Mengetahui peran penting dan tanggung jawab dalam menjaga kualitas air dan keberlanjutan ekosistem perairan

Materi:
1. Pengantar Manajemen Sumber Daya Perairan
2. Ekologi Perairan
3. Hukum dan Kebijakan Perairan
4. Pencemaran dan Penyusutan Sumber Daya Perairan
5. Konservasi dan Perlindungan Sumber Daya Perairan
6. Teknologi dalam Pengelolaan Sumber Daya Perairan
7. Pengelolaan Sumber Daya Perairan Berdasarkan Wilayah

Dengan mengikuti mata kuliah Manajemen Sumber Daya Perairan, diharapkan mahasiswa akan menjadi individu yang sadar akan pentingnya menjaga keberlanjutan sumber daya perairan, serta mampu melakukan tindakan nyata dalam menjaga lingkungan hidup bagi generasi mendatang.",,0.2,0.3,0,0,0.7,0.1,0,0.1,0,0,0,0,0.7,0.1,0.3,0,0,0,5
Database Management System,SISTEM DAN TEKNOLOGI INFORMASI,"Course introduction:

Selamat datang di matakuliah Database Management System! Matakuliah ini akan membawa kamu memasuki dunia yang luas dan mendalam tentang sistem manajemen basis data. Dalam matakuliah ini, kamu akan belajar bagaimana cara merancang, mengimplementasikan, dan melakukan maintenance terhadap basis data agar dapat digunakan secara efektif dalam organisasi. 

Objective:

Tujuan utama dari matakuliah ini adalah memberikan pemahaman mendalam tentang konsep dasar database management system serta menyiapkan mahasiswa untuk dapat bekerja secara profesional dalam bidang database management. Selain itu, kamu juga akan belajar bagaimana cara melakukan pemilihan dan implementasi sistem basis data yang sesuai dengan kebutuhan organisasi.

Materi:

Materi yang akan dipelajari dalam matakuliah ini meliputi konsep dasar database, entity-relationship model, relational database, normalization, SQL (Structured Query Language), database design, transaksi dan kontrol, serta konsep advanced database management system seperti data warehousing dan data mining. Dengan materi yang beragam dan interaktif, kamu akan dibawa dalam perjalanan yang mengasyikkan untuk memahami dan menguasai dunia database management system. Ayo bergabung dan mulai petualangan baru dalam mempelajari matakuliah Database Management System!",,0.7,0.3,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,8
Analisis Sistem Informasi,SISTEM DAN TEKNOLOGI INFORMASI,"Course Introduction:

Selamat datang di matakuliah Analisis Sistem Informasi! Pada matakuliah ini, kamu akan diajak untuk memahami bagaimana cara menganalisis suatu sistem informasi dengan baik. Kamu akan belajar mengidentifikasi kebutuhan pengguna, merancang solusi yang efektif, dan mengimplementasikan perubahan yang diperlukan dalam sistem informasi.

Objective:
- Memahami konsep dasar analisis sistem informasi
- Mampu mengidentifikasi dan menganalisis kebutuhan pengguna
- Mengembangkan solusi yang tepat dan efektif untuk kebutuhan bisnis
- Mampu mengevaluasi dan mengimplementasikan perubahan dalam sistem informasi

Materi yang akan dipelajari:
1. Konsep dasar analisis sistem informasi
2. Identifikasi kebutuhan pengguna
3. Pengumpulan dan analisis data
4. Perancangan solusi sistem informasi
5. Implementasi perubahan dalam sistem informasi
6. Evaluasi kinerja sistem informasi

Dengan mengikuti matakuliah ini, kamu akan memiliki pemahaman yang mendalam tentang cara menganalisis sistem informasi dan mengembangkan solusi yang tepat untuk mendukung kebutuhan bisnis. Ayo bergabung dan jadilah ahli analisis sistem informasi yang handal!",,0.7,0.3,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,8
Manajemen Proyek TI,SISTEM DAN TEKNOLOGI INFORMASI,"Manajemen Proyek TI adalah mata kuliah yang mempelajari tentang bagaimana cara mengelola proyek di bidang teknologi informasi. Mata kuliah ini bertujuan untuk mengajarkan mahasiswa tentang prinsip-prinsip dasar manajemen proyek, mulai dari perencanaan, pelaksanaan, hingga evaluasi proyek IT.

Dalam mata kuliah ini, mahasiswa akan mempelajari beberapa konsep penting seperti identifikasi risiko, pengaturan sumber daya, pembuatan jadwal proyek, hingga manajemen tim. Selain itu, mahasiswa juga akan diajarkan tentang teknik manajemen komunikasi dan pemecahan masalah yang mungkin muncul selama proses proyek berlangsung.

Selama mengikuti mata kuliah Manajemen Proyek TI, mahasiswa juga akan diberikan pengetahuan tentang penggunaan berbagai tools dan software manajemen proyek yang saat ini banyak digunakan di industri. Dengan memahami materi-materi tersebut, diharapkan mahasiswa akan mampu mengelola proyek TI dengan lebih efisien dan efektif. Jadi, siap untuk belajar tentang manajemen proyek teknologi informasi? Ayo kita mulai!",,0.7,0.3,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,8
Pengembangan Aplikasi Berbasis Web,SISTEM DAN TEKNOLOGI INFORMASI,"Pengembangan Aplikasi Berbasis Web adalah matakuliah yang mempelajari tentang bagaimana cara menciptakan aplikasi yang berjalan di platform web. Matakuliah ini bertujuan untuk memberikan pemahaman dan keterampilan kepada mahasiswa dalam mengembangkan aplikasi web yang efisien dan responsif.

Dalam matakuliah ini, mahasiswa akan belajar tentang konsep dasar pemrograman web seperti HTML, CSS, dan JavaScript. Mereka juga akan mempelajari tentang penggunaan framework web seperti ReactJS atau AngularJS untuk mempercepat proses pengembangan aplikasi. Selain itu, mahasiswa juga akan diajarkan cara mengelola database dalam aplikasi web menggunakan bahasa pemrograman server-side seperti Node.js atau PHP.

Materi dalam matakuliah ini akan disajikan dalam bentuk kuliah, diskusi, dan praktikum. Mahasiswa akan diberikan tugas-tugas untuk membuat aplikasi web sederhana sebagai latihan untuk mengimplementasikan konsep-konsep yang telah dipelajari. Dengan mengikuti matakuliah ini, diharapkan mahasiswa akan mampu mengembangkan aplikasi web yang inovatif dan berkualitas tinggi sesuai dengan kebutuhan pasar saat ini.",,0.7,0.3,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,8
Komunikasi Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),"Tentu, berikut adalah course introduction tentang matakuliah Komunikasi Administrasi Negara:

Matakuliah Komunikasi Administrasi Negara mengajarkan mengenai konsep-konsep dasar dalam bidang komunikasi yang relevan dengan kegiatan administrasi negara. Matakuliah ini bertujuan untuk melatih mahasiswa dalam memahami dan menerapkan praktik komunikasi yang efektif dalam konteks administrasi negara.

Dalam matakuliah ini, mahasiswa akan belajar tentang berbagai teknik komunikasi yang dapat digunakan dalam berbagai situasi administrasi negara, seperti memberikan presentasi, negosiasi, dan pengelolaan konflik. Selain itu, mahasiswa juga akan mempelajari teori-teori komunikasi yang dapat membantu mereka memahami dinamika hubungan antara pemerintah dengan masyarakat.

Materi yang akan dipelajari dalam matakuliah ini antara lain teori komunikasi, prinsip-prinsip komunikasi efektif, teknik presentasi, strategi negosiasi, manajemen konflik, dan komunikasi dalam pengambilan keputusan administrasi negara. Melalui matakuliah ini, diharapkan mahasiswa dapat mengembangkan keterampilan komunikasi yang dibutuhkan untuk menjadi seorang administrator negara yang kompeten dan mampu menjalin hubungan yang harmonis dengan berbagai pihak terkait.",,0.1,0,0,0.3,0,0,0.2,0.1,0,0,0.2,0.8,0.3,0,0.5,0.2,0,0.8,12
Etika Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),"Selamat datang di matakuliah Etika Administrasi Negara! Matakuliah ini akan membahas tentang prinsip-prinsip etika yang berlaku dalam lingkup administrasi negara, serta pentingnya penerapan nilai-nilai moral dalam setiap keputusan dan tindakan yang diambil oleh para administrator negara.

Pada matakuliah ini, kita akan mempelajari berbagai konsep etika seperti integritas, transparansi, akuntabilitas, dan keadilan dalam konteks administrasi negara. Tujuan utama dari matakuliah ini adalah agar mahasiswa dapat memahami pentingnya berperilaku etis dalam menjalankan tugas pemerintahan, serta mampu menghadapi dilema moral yang seringkali dihadapi para administrator negara.

Dalam setiap pertemuan, kita akan membahas studi kasus nyata yang terkait dengan etika administrasi negara, serta melakukan diskusi dan analisis bersama untuk menemukan solusi yang tepat. Materi yang akan dipelajari meliputi etika dalam pengambilan keputusan, konflik kepentingan, penegakan hukum dan peraturan, serta tantangan etika lainnya yang mungkin dihadapi oleh administrator negara.

Dengan memahami dan menguasai matakuliah Etika Administrasi Negara ini, diharapkan mahasiswa dapat menjadi pribadi yang memiliki integritas tinggi, mengutamakan kepentingan masyarakat dalam setiap tindakan, dan mampu menjaga reputasi baik dari institusi pemerintahan. Jadi, siapkan diri Anda untuk memasuki dunia etika administrasi negara yang menarik dan penuh tantangan!",,0.1,0,0,0.3,0,0,0.2,0.1,0,0,0.2,0.8,0.3,0,0.5,0.2,0,0.8,12
Sistem Informasi Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),"Course Introduction:

Selamat datang di matakuliah Sistem Informasi Administrasi Negara! Di dalam matakuliah ini, kamu akan belajar tentang integrasi antara sistem informasi dan administrasi negara untuk mendukung pengambilan keputusan yang efektif dan efisien dalam berbagai kebijakan pemerintahan.

Objective:
- Memahami konsep dasar sistem informasi administrasi negara
- Mengidentifikasi kebutuhan informasi dalam administrasi negara
- Mampu merancang dan mengimplementasikan sistem informasi yang mendukung proses administrasi negara
- Mampu menganalisis data dan informasi untuk mendukung pengambilan keputusan pemerintah

Materi yang akan dipelajari meliputi:
1. Pengantar Sistem Informasi Administrasi Negara
2. Konsep Dasar Administrasi Negara
3. Kebutuhan Informasi dalam Administrasi Negara
4. Desain Sistem Informasi Administrasi Negara
5. Implementasi Sistem Informasi Administrasi Negara
6. Analisis Data dan Pengambilan Keputusan Pemerintah

Dengan materi yang menarik dan relevan, diharapkan matakuliah ini bisa memberikan pemahaman yang komprehensif tentang peran sistem informasi dalam mendukung efisiensi dan efektivitas administrasi negara. Selamat belajar!",,0.1,0,0,0.3,0,0,0.2,0.1,0,0,0.2,0.8,0.3,0,0.5,0.2,0,0.8,12
Analisis Kebijakan Publik,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)","Analisis Kebijakan Publik merupakan mata kuliah yang bertujuan untuk memberikan pemahaman mendalam mengenai proses analisis kebijakan publik serta berbagai konsep dan teori yang terkait. Mata kuliah ini akan membahas berbagai metode dan teknik dalam menganalisis kebijakan publik, serta dampak dari kebijakan publik tersebut terhadap masyarakat.

Objective dari mata kuliah ini adalah untuk membekali mahasiswa dengan pengetahuan dan keterampilan dalam menganalisis kebijakan publik, sehingga mereka dapat menjadi profesional yang mampu memberikan kontribusi positif dalam menyelesaikan berbagai persoalan dan tantangan dalam konteks kebijakan publik.

Materi yang akan dipelajari dalam mata kuliah ini meliputi pengantar kebijakan publik, proses kebijakan publik, teori-teori kebijakan publik, metode analisis kebijakan publik, evaluasi kebijakan publik, serta contoh-contoh studi kasus dalam kebijakan publik.

Dengan mengikuti mata kuliah Analisis Kebijakan Publik, mahasiswa akan dapat mengembangkan kemampuan dalam menganalisis, memahami, dan mengimplementasikan kebijakan publik secara efektif dan efisien, sehingga mereka dapat menjadi agen perubahan yang berkontribusi dalam pembangunan masyarakat yang lebih baik.",,0.2,0.3,0.1,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.5,0.1,0.6,0,0,0,15
Teori Perencanaan Pembangunan,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)","Selamat datang dalam matakuliah Teori Perencanaan Pembangunan! 

Matakuliah ini akan membahas konsep-konsep dasar dalam perencanaan pembangunan baik di tingkat lokal maupun nasional. Kamu akan mempelajari bagaimana tahapan perencanaan pembangunan dilakukan, mulai dari identifikasi permasalahan hingga implementasi proyek pembangunan. 

Tujuan dari matakuliah ini adalah agar kamu dapat memahami secara mendalam mengenai teori-teori yang berkaitan dengan perencanaan pembangunan, sehingga nantinya kamu dapat menjadi seorang perencana pembangunan yang kompeten dan mampu memberikan kontribusi nyata untuk pembangunan di Indonesia.

Materi yang akan kamu pelajari meliputi teori pembangunan, analisis kebijakan pembangunan, perencanaan strategis, evaluasi program pembangunan, serta isu-isu terkini dalam pembangunan. Kamu akan diajak untuk memahami kompleksitas perencanaan pembangunan serta berbagai faktor yang perlu dipertimbangkan dalam merumuskan kebijakan pembangunan yang efektif dan berkelanjutan.

Dengan menjelajahi beragam teori dan konsep dalam matakuliah ini, kamu akan dibekali dengan pengetahuan dan keterampilan yang diperlukan untuk menjadi seorang perencana pembangunan yang proaktif dan tangguh. Jadi, siapkan dirimu untuk memahami dunia perencanaan pembangunan dengan lebih mendalam melalui matakuliah ini!",,0.2,0.3,0.1,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.5,0.1,0.6,0,0,0,15
Desain Arsitektur Lansekap,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)","​Selamat datang di matakuliah Desain Arsitektur Lansekap! Di sini, kita akan mempelajari berbagai konsep dan teknik yang berkaitan dengan perancangan ruang terbuka serta pengelolaan lingkungan alam. 

Objective utama dari matakuliah ini adalah untuk mengajarkan mahasiswa bagaimana merancang ruang terbuka yang aman, nyaman, dan estetis. Selain itu, mahasiswa juga akan diajarkan bagaimana memanfaatkan berbagai elemen alam seperti tanaman, air, dan material lainnya untuk menciptakan lingkungan yang seimbang dan berkelanjutan.

Materi yang akan dipelajari meliputi konsep dasar desain lansekap, prinsip-prinsip desain, teknik analisis situs, pemilihan material dan tanaman, serta pemahaman tentang tata ruang. Selain itu, mahasiswa juga akan belajar tentang perencanaan taman, taman kota, dan ruang terbuka publik.

Dengan mengikuti matakuliah ini, diharapkan mahasiswa akan memiliki pemahaman yang mendalam tentang pentingnya desain lansekap dalam menciptakan lingkungan yang ramah dan bersahabat. Selain itu, mahasiswa juga akan dilatih untuk menjadi desainer yang kreatif dan inovatif dalam merancang ruang terbuka di berbagai skala. Jadi, siap untuk bergabung dalam petualangan mendesain ruang terbuka yang menarik dan bermanfaat? Ayo bergabung dan jadilah bagian dari perubahan yang lebih baik dalam dunia desain arsitektur lansekap!",,0.2,0.3,0.1,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.5,0.1,0.6,0,0,0,15
Kajian Lingkungan,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)","Kajian Lingkungan adalah salah satu matakuliah yang penting untuk dipelajari, terutama dalam era modern saat ini dimana masalah lingkungan semakin menjadi perhatian utama. Matakuliah ini akan mengajarkan kita tentang pentingnya menjaga lingkungan alam sekitar kita, serta bagaimana cara-cara untuk melakukan perlindungan lingkungan.

Objective dari matakuliah ini adalah untuk memberikan pemahaman yang lebih dalam tentang berbagai aspek lingkungan, termasuk masalah-masalah lingkungan yang sedang terjadi saat ini. Selain itu, matakuliah ini juga bertujuan untuk mengajarkan kita cara-cara untuk berperan aktif dalam menjaga dan melestarikan lingkungan.

Materi yang akan dipelajari dalam matakuliah Kajian Lingkungan meliputi pemahaman tentang ekosistem, polusi udara dan air, pemanasan global, dan pemanfaatan sumber daya alam. Selain itu, kita juga akan mempelajari tentang kebijakan-kebijakan lingkungan yang ada, serta teknologi-teknologi yang dapat digunakan untuk menjaga lingkungan.

Dengan mempelajari matakuliah Kajian Lingkungan, kita akan semakin menyadari betapa pentingnya menjaga lingkungan agar dapat tetap berkelanjutan untuk generasi mendatang. Jadi, mari kita ikuti matakuliah ini dengan semangat dan tekun, demi keberlangsungan lingkungan alam yang lebih baik.",,0.2,0.3,0.1,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.5,0.1,0.6,0,0,0,15
Sastra Daerah,"PEND. BAHASA, SASTRA INDONESIA & DAERAH","Selamat datang di kursus Sastra Daerah! Matakuliah ini akan membawa kamu dalam petualangan mempelajari keindahan sastra dari berbagai daerah di Indonesia. 

Objective dari matakuliah ini adalah untuk memperkenalkan mahasiswa pada keberagaman budaya dan sastra daerah di Indonesia, serta mengajak mereka untuk memahami, menghargai, dan melestarikan warisan sastra yang kaya di negara kita.

Dalam kursus ini, kamu akan belajar tentang berbagai teknik sastra, gaya bahasa, dan tema yang umum ditemukan dalam sastra daerah. Kamu juga akan diajak untuk membaca dan menganalisis karya sastra dari berbagai daerah, serta memahami konteks sejarah dan budaya di balik karya-karya tersebut.

Materi yang akan dipelajari meliputi berbagai jenis sastra daerah seperti pantun, gurindam, puisi, novel, cerpen, dan drama. Kamu juga akan diajarkan tentang keunikan dan perbedaan antara sastra daerah satu dengan yang lain, sehingga kamu dapat lebih memahami keragaman budaya di Indonesia.

Dengan mengikuti kursus Sastra Daerah, kamu akan membuka mata dan hatimu pada kekayaan sastra Indonesia yang begitu memukau. Siap untuk mengeksplorasi dunia sastra daerah? Ayo bergabung dan mari kita jelajahi bersama!",,0,0,0,0.3,0,0,0,0.1,0.4,1,0.8,0,0.1,0,0,0.3,0.2,0,10
Bahasa Daerah,"PEND. BAHASA, SASTRA INDONESIA & DAERAH","Selamat datang di kursus Bahasa Daerah! Matakuliah ini akan membawa kamu ke dunia yang memukau dari keanekaragaman bahasa di nusantara. Di dalam matakuliah ini, kamu akan belajar tentang berbagai macam bahasa daerah yang tersebar di seluruh Indonesia.

Objective dari matakuliah ini adalah untuk memperkenalkan dan meningkatkan pemahaman tentang keberagaman bahasa daerah di Indonesia. Kamu akan belajar mengenai sejarah, struktur, dan karakteristik unik dari setiap bahasa daerah yang ada. Selain itu, kamu juga akan mempelajari bagaimana bahasa daerah tersebut bertahan dan berkembang dalam masyarakat yang multibahasa seperti Indonesia.

Materi yang akan kamu pelajari meliputi pengenalan bahasa daerah, fonologi, morfologi, sintaksis, dan kosakata, serta penelitian tentang bahasa daerah. Kamu juga akan diajarkan tentang pentingnya melestarikan dan mempromosikan keberagaman bahasa daerah sebagai bagian dari warisan budaya bangsa.

Dengan mengikuti matakuliah ini, diharapkan kamu akan memiliki pemahaman yang lebih mendalam tentang kekayaan bahasa daerah di Indonesia dan menjadi agen perubahan dalam melestarikan dan memajukan bahasa-bahasa daerah tersebut. Ayo bergabung dan jelajahi keindahan dan keunikannya!",,0,0,0,0.3,0,0,0,0.1,0.4,1,0.8,0,0.1,0,0,0.3,0.2,0,10
Pengantar Ilmu Pendidikan,PPKN,"Pengantar Ilmu Pendidikan merupakan mata kuliah yang memberikan gambaran umum tentang ilmu pendidikan sebagai landasan bagi mahasiswa calon pendidik. Mata kuliah ini akan membahas berbagai konsep dasar dalam pendidikan, peran pendidikan dalam masyarakat, serta perkembangan dan tantangan pendidikan di era modern.

Objective dari mata kuliah ini adalah untuk memberikan pemahaman yang komprehensif tentang konsep dan teori dasar dalam ilmu pendidikan, serta meningkatkan kemampuan mahasiswa dalam menganalisis dan memahami peran pendidikan dalam pembangunan masyarakat. 

Materi yang akan dipelajari dalam mata kuliah ini meliputi sejarah pendidikan, filsafat pendidikan, psikologi pendidikan, sosiologi pendidikan, dan kurikulum pendidikan. Mahasiswa akan diajak untuk memahami bagaimana setiap aspek tersebut saling terkait dan memberikan kontribusi dalam proses pendidikan.

Dengan mempelajari Pengantar Ilmu Pendidikan, mahasiswa diharapkan dapat memperoleh pemahaman yang mendalam tentang proses pendidikan, serta menjadi calon pendidik yang mampu menghadapi berbagai tantangan di bidang pendidikan dengan pengetahuan dan keterampilan yang cukup. Semoga dengan mata kuliah ini, mahasiswa dapat menjadi agen perubahan dalam dunia pendidikan.",,0.1,0,0,0.3,0,0,0.1,0.1,0,0,1,0.9,0,0,0.5,0.2,0.7,0.9,11
Pendidikan Pancasila,PPKN,"Pendidikan Pancasila merupakan mata kuliah yang akan membahas nilai-nilai luhur dan falsafah hidup bangsa Indonesia, yaitu Pancasila. Dalam matakuliah ini, mahasiswa akan mempelajari konsep-konsep dasar Pancasila, sejarah lahirnya Pancasila, serta penerapannya dalam kehidupan bermasyarakat, berbangsa, dan bernegara.

Objective dari matakuliah ini adalah agar mahasiswa dapat memahami konsep-konsep Pancasila sebagai dasar negara dan ideologi bangsa Indonesia, serta mampu menerapkan nilai-nilai Pancasila dalam kehidupan sehari-hari. Materi yang akan dipelajari meliputi pengertian Pancasila, sila-sila Pancasila, butir-butir Pancasila, serta nilai-nilai moral dan etika yang terkandung dalam Pancasila.

Melalui matakuliah Pendidikan Pancasila ini, diharapkan mahasiswa dapat menginternalisasi nilai-nilai Pancasila sebagai panduan dalam berperilaku, bertindak, dan membangun hubungan dengan sesama. Dengan memahami dan mengamalkan Pancasila, diharapkan mahasiswa dapat menjadi agen perubahan yang membawa manfaat bagi masyarakat dan bangsa Indonesia.",,0.1,0,0,0.3,0,0,0.1,0.1,0,0,1,0.9,0,0,0.5,0.2,0.7,0.9,11
Hukum dan Hak Asasi Manusia,PPKN,"Hukum dan Hak Asasi Manusia adalah salah satu mata kuliah yang sangat penting dan menarik untuk dipelajari. Dalam mata kuliah ini, kita akan belajar tentang prinsip-prinsip dasar dalam hukum internasional dan juga nasional terkait dengan hak asasi manusia.

Objective dari mata kuliah ini adalah untuk memahami pentingnya hak asasi manusia dalam setiap aspek kehidupan, serta untuk dapat menerapkan prinsip-prinsip hak asasi manusia dalam praktek hukum. Kami juga akan mempelajari berbagai instrumen hukum yang berkaitan dengan perlindungan hak asasi manusia, seperti Deklarasi Universal Hak Asasi Manusia dan Konvensi Eropa tentang Hak Asasi Manusia.

Materi yang akan dipelajari dalam mata kuliah ini meliputi pengenalan tentang hak asasi manusia, jenis-jenis hak asasi manusia, pemahaman tentang mekanisme perlindungan hak asasi manusia, serta studi kasus yang berkaitan dengan pelanggaran hak asasi manusia di berbagai negara. Kita akan membahas juga peran negara, organisasi internasional, dan masyarakat dalam melindungi hak asasi manusia.

Dengan mengikuti mata kuliah ini, mahasiswa diharapkan dapat memahami pentingnya hak asasi manusia sebagai landasan utama dalam membangun masyarakat yang adil dan sejahtera. Jadi, mari kita bersama-sama menjelajahi dunia hukum dan hak asasi manusia dalam mata kuliah yang menarik ini!",,0.1,0,0,0.3,0,0,0.1,0.1,0,0,1,0.9,0,0,0.5,0.2,0.7,0.9,11
Sosiologi,PENDIDIKAN IPS,"Sosiologi adalah salah satu matakuliah yang sangat menarik yang akan membawa kita untuk memahami lebih dalam mengenai masyarakat dan interaksi sosial di dalamnya. Dalam matakuliah ini, kita akan belajar tentang berbagai konsep dan teori sosiologi yang akan membantu kita untuk melihat dunia dengan perspektif yang lebih luas.

Objective dari matakuliah sosiologi ini adalah untuk memahami struktur sosial, proses sosialisasi, konflik sosial, dan perubahan sosial yang terjadi dalam masyarakat. Materi yang akan dipelajari meliputi pengantar sosiologi, teori-teori sosiologi, metode penelitian sosiologi, struktur sosial, stratifikasi sosial, kelompok sosial, dan berbagai fenomena sosial lainnya.

Dengan mempelajari matakuliah sosiologi, kita akan dapat memahami bagaimana masyarakat berfungsi, bagaimana pola-pola perilaku sosial terbentuk, serta bagaimana perubahan sosial dapat memengaruhi kehidupan kita sehari-hari. Jadi, mari kita mulai perjalanan yang menarik ini dan jadilah lebih peka terhadap dinamika sosial di sekitar kita! Semangat belajar!",,0.3,0,0,0.6,0,0,0.5,0,0,0,0.8,0.7,0,0,0.5,0.4,0.7,0.7,11
Politik,PENDIDIKAN IPS,"Course Introduction:
Selamat datang di matakuliah Politik! Di dalam kursus ini, kita akan belajar tentang konsep-konsep dasar politik, proses politik, serta berbagai teori dan konsep yang mendasari bidang politik.

Apa yang akan dipelajari:
Dalam matakuliah ini, kita akan mempelajari tentang sistem politik, proses pembentukan kebijakan, partai politik, kepemimpinan politik, hingga dinamika politik dalam konteks global.

Objective dari matakuliah ini:
Tujuan dari matakuliah Politik adalah memberikan pemahaman yang lebih mendalam tentang prinsip-prinsip dasar politik, memperluas wawasan tentang berbagai isu politik yang relevan, serta membangun keterampilan analisis yang kritis dalam memahami dinamika politik di tingkat lokal maupun global.

Materi yang akan dipelajari:
Materi yang akan dipelajari meliputi pengantar ilmu politik, sistem politik, proses politik, teori-teori politik, partai politik, pemilih dan pemilihan umum, serta dinamika politik internasional. Dengan pendekatan yang interaktif dan aplikatif, diharapkan setiap mahasiswa dapat memahami pentingnya politik dalam kehidupan sehari-hari dan mampu menerapkan konsep-konsep politik dalam konteks praktis.

Mari kita mulai petualangan politik kita bersama-sama!",,0.3,0,0,0.6,0,0,0.5,0,0,0,0.8,0.7,0,0,0.5,0.4,0.7,0.7,11
Rekayasa Genetika,BIOTEKNOLOGI,"Selamat datang di matakuliah Rekayasa Genetika! 

Matakuliah ini akan membawa kalian untuk memahami lebih dalam tentang cara-cara manusia menggunakan teknologi untuk memanipulasi materi genetik organisme hidup, mulai dari tanaman hingga hewan. Tujuan utama dari matakuliah ini adalah untuk memberikan pemahaman tentang konsep-konsep dasar rekayasa genetika, serta memperkenalkan aplikasi-aplikasi praktisnya dalam berbagai bidang, seperti pertanian, kedokteran, dan industri.

Kami akan mempelajari berbagai teknik rekayasa genetika, seperti PCR (Polymerase Chain Reaction), cloning, DNA sequencing, dan gene editing menggunakan CRISPR-Cas9. Kalian juga akan diajarkan tentang etika dalam rekayasa genetika, serta dampak sosial dan lingkungan yang mungkin timbul dari teknologi ini.

Materi yang akan dipelajari mencakup dasar-dasar genetika, struktur DNA, proses replikasi dan transkripsi, regulasi gen, mutasi genetik, dan pemetaan genom. Kalian juga akan mempelajari tentang aplikasi rekayasa genetika dalam bioteknologi modern, seperti produksi insulin rekombinan, tanaman transgenik, dan terapi gen.

Jadi, siap untuk mempelajari dunia menarik dari rekayasa genetika? Ayo bergabung dan jelajahi kemungkinan-kemungkinan baru dalam dunia ilmu pengetahuan ini!",,0.2,0.7,0.2,0,0.9,0.5,0.1,0.3,0,0,0,0,0.1,0.1,0.1,0,0,0,5
Manajemen Kesehatan,ADMINISTRASI KESEHATAN,"Course Introduction:

Selamat datang di matakuliah Manajemen Kesehatan! Matakuliah ini akan membahas berbagai konsep dan strategi yang diperlukan dalam mengelola sistem kesehatan agar dapat berjalan dengan efisien dan efektif. 

Apa yang akan dipelajari:

Anda akan belajar tentang prinsip-prinsip dasar manajemen yang dapat diterapkan dalam konteks kesehatan, termasuk perencanaan strategis, pengorganisasian sumber daya, pengawasan, dan evaluasi. Selain itu, Anda juga akan memahami pentingnya komunikasi dan kepemimpinan yang efektif dalam memimpin tim kesehatan.

Objective dari matakuliah ini:

Tujuan utama dari matakuliah ini adalah agar Anda dapat memahami bagaimana mengelola sistem kesehatan dengan baik, sehingga mencapai tujuan dan meningkatkan kualitas layanan kesehatan yang diberikan kepada masyarakat. Selain itu, Anda juga akan dibekali dengan pengetahuan dan keterampilan manajemen yang dapat diterapkan dalam berbagai konteks di dunia kesehatan.

Materi yang akan dipelajari:

Materi yang akan dipelajari meliputi pengantar manajemen kesehatan, perencanaan strategis dalam kesehatan, manajemen sumber daya manusia dalam pelayanan kesehatan, manajemen keuangan kesehatan, evaluasi kinerja, serta etika dan hukum dalam manajemen kesehatan. Dengan memahami berbagai konsep dan strategi ini, Anda akan siap untuk menjadi pemimpin yang mampu mengelola sistem kesehatan secara efektif dan berkelanjutan. 

Jadi, siap untuk mengeksplorasi dunia manajemen kesehatan? Ayo bergabung dan mulai perjalanan belajar Anda dalam matakuliah ini!",,0.1,0.2,0,0.2,0.1,0.1,0.5,0.3,0,0,0,0,0,0.8,0,0.5,0,0,14
