NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
GEOGRAFI,1532,"Geografi adalah studi tentang planet Bumi, termasuk proses fisik, manusia, dan lingkungan alam. Jurusan kuliah Geografi biasanya melibatkan pembelajaran tentang pemetaan, interpretasi data spasial, pengelolaan sumber daya alam, perubahan iklim, analisis pola populasi, dan fenomena geografis lainnya. Para mahasiswa Geografi akan mempelajari bagaimana lingkungan memengaruhi manusia dan sebaliknya, serta bagaimana kita dapat menjaga keberlanjutan lingkungan hidup di masa depan. Jurusan Geografi dapat membuka peluang karir dalam bidang pemetaan, penelitian lingkungan, pengembangan wilayah, konservasi alam, dan banyak lagi.","1. Geografi Politik
2. Geografi Lingkungan
3. Geografi Regional
4. Geografi Permukiman
5. Geografi Pariwisata
6. Geografi Ekonomi
7. Geografi Perubahan Iklim
8. Geografi Penduduk
9. Geografi Sosial
10. Geografi Sejarah",0.1,0.2,0.05,0.3,0.2,0.1,0.3,0.1,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.2,0.0,15
PENDIDIKAN JASMANI,1526," Pendidikan Jasmani merupakan jurusan kuliah yang mempelajari tentang berbagai aspek kesehatan dan kebugaran tubuh manusia. Mahasiswa dalam jurusan ini akan belajar mengenai pentingnya aktivitas fisik dalam menjaga kesehatan, pemahaman tentang anatomi tubuh, serta berbagai metode latihan dan pengelolaan kebugaran. Selain itu, mereka juga akan mempelajari tentang pembinaan olahraga dan peranannya dalam mengembangkan potensi fisik dan mental individu. Jurusan Pendidikan Jasmani juga memberikan pemahaman yang mendalam tentang diet seimbang dan cara menjaga kebugaran tubuh secara holistik. Dengan demikian, lulusan jurusan ini akan memiliki pengetahuan dan keterampilan untuk menjadi ahli dalam mengelola kebugaran fisik dan kesehatan tubuh manusia.","1. Anatomi dan Fisiologi Manusia
2. Pendidikan Kesehatan
3. Olahraga dan Kesehatan
4. Biomekanika
5. Kinesiologi
6. Pengukuran dan Evaluasi Pendidikan Jasmani
7. Psikologi Pendidikan Jasmani
8. Pendidikan Gerak
9. Latihan Fisik
10. Nutrisi dan Dietetics",0.1,0.4,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,14
TEKNIK TELEKOMUNIKASI,1466," Jurusan Teknik Telekomunikasi adalah program studi yang fokus pada pengembangan dan implementasi teknologi dalam bidang telekomunikasi, seperti jaringan komunikasi, sistem telepon, dan teknologi nirkabel. Para mahasiswa jurusan ini akan mempelajari tentang teori dan praktik dalam merancang, mengelola, dan memelihara infrastruktur telekomunikasi, serta mengembangkan solusi untuk memperbaiki kualitas layanan komunikasi. Dengan demikian, lulusan jurusan ini diharapkan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja dalam industri telekomunikasi, penyedia layanan jaringan, perusahaan telekomunikasi, atau lembaga pemerintah terkait.","1. Sistem Komunikasi
2. Jaringan Telekomunikasi
3. Antena dan Propagasi Gelombang
4. Teknologi Informasi
5. Perangkat Komunikasi Optik
6. Sinyal dan Sistem
7. Teori Informasi
8. Pengolahan Sinyal
9. Pengantar Telekomunikasi
10. Teknik Modulasi",0.4,0.9,0.9,0.0,0.1,0.2,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,2
PENDIDIKAN DOKTER HEWAN,1461,"Jurusan Pendidikan Dokter Hewan adalah program studi yang bertujuan untuk mendidik dan melatih calon dokter hewan yang memiliki pengetahuan dan keterampilan dalam bidang kedokteran hewan. Mahasiswa jurusan ini akan mempelajari materi-materi seperti anatomi, fisiologi, patologi, farmakologi hewan, parasitologi, serta teknik klinis dan pelayanan medis hewan. Mereka juga akan belajar tentang nutrisi hewan, manajemen peternakan, dan pemeliharaan kesehatan hewan. Setelah lulus, lulusan jurusan Pendidikan Dokter Hewan dapat bekerja sebagai dokter hewan praktisi, peternak, peneliti, atau pun menjadi pengajar di perguruan tinggi. Dengan pengetahuan yang luas dalam kedokteran hewan, lulusan ini diharapkan dapat memberikan pelayanan yang berkualitas dan memberikan kontribusi positif dalam bidang kesehatan hewan.","1. Anatomi dan Fisiologi Hewan
2. Ilmu Nutrisi
3. Mikrobiologi
4. Kimia Farmasi
5. Parasitologi
6. Patologi
7. Kedokteran Forensik
8. Bedah
9. Klinik Hewan
10. Etologi",0.4,0.9,0.1,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.4,0.0,0.0,5
PENDIDIKAN IPA,1459,"Pendidikan IPA adalah salah satu jurusan kuliah yang berfokus pada pembelajaran ilmu pengetahuan alam melalui metode pendidikan. Jurusan ini mempersiapkan mahasiswa untuk menjadi pendidik yang kompeten dalam menyiapkan dan mengimplementasikan pembelajaran ilmu pengetahuan alam kepada siswa, baik di tingkat pendidikan dasar maupun menengah. Selain itu, mahasiswa Pendidikan IPA juga akan mempelajari berbagai konsep dan teori ilmu pengetahuan alam sehingga dapat mengajarkan materi yang relevan dan dapat dipahami oleh siswa dengan baik. Dengan mengambil jurusan Pendidikan IPA, mahasiswa akan memiliki peluang untuk menjadi guru IPA yang berkualitas dan berperan dalam mengembangkan sumber daya manusia yang unggul di bidang ilmu pengetahuan alam.","1. Fisika
2. Kimia
3. Biologi
4. Matematika
5. Statistika
6. Astronomi
7. Geologi
8. Biokimia
9. Ilmu Lingkungan
10. Mikrobiologi",0.9,1.0,0.8,0.0,0.8,0.6,0.4,0.0,0.0,0.0,0.8,0.6,0.0,0.6,0.1,0.0,0.0,2
USAHA PERJALANAN WISATA,1452,"USAHA PERJALANAN WISATA adalah salah satu jurusan kuliah yang fokus pada pengelolaan dan pengembangan bisnis di industri pariwisata. Melalui program studi ini, mahasiswa akan belajar tentang manajemen operasional pariwisata, pemasaran pariwisata, serta aspek keuangan dan hukum yang terkait dengan industri pariwisata. Selain itu, mahasiswa juga akan diajarkan tentang pelayanan pelanggan, pengembangan produk pariwisata, dan strategi bisnis yang dapat membantu dalam meningkatkan daya saing perusahaan pariwisata. Dengan memahami seluruh aspek ini, lulusan jurusan USAHA PERJALANAN WISATA diharapkan mampu menjadi pemimpin yang kompeten dalam industri pariwisata yang terus berkembang.","1. Pariwisata dan Perhotelan
2. Manajemen Perjalanan Wisata
3. Pemasaran Pariwisata
4. Budaya dan Pariwisata
5. Ekowisata
6. Strategic Management in Tourism
7. Financial Management in Tourism
8. Tourism Policy and Planning
9. Tour Guiding
10. Tourism Geography",0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.5,0.1,0.2,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
EKONOMI MANAJEMEN,1450,"Jurusan kuliah Manajemen Ekonomi berfokus pada studi tentang pengelolaan sumber daya ekonomi dalam suatu organisasi atau perusahaan. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai konsep dan teori ekonomi, manajemen keuangan, analisis bisnis, dan strategi pemasaran. Mereka juga akan diajarkan keterampilan praktis dalam mengambil keputusan bisnis yang tepat, mengelola tim kerja, dan merencanakan strategi bisnis yang efektif. Sebagai lulusan jurusan Manajemen Ekonomi, mereka diharapkan dapat menjadi pemimpin yang mampu mengelola organisasi dengan baik dan menciptakan nilai tambah bagi perusahaan.","1. Ekonomi Makro
2. Manajemen Keuangan
3. Pemasaran
4. Human Resource Management
5. Manajemen Operasional
6. Ekonomi Mikro
7. Akuntansi
8. Perilaku Organisasi
9. Bisnis Internasional
10. Riset Operasional",0.4,0.0,0.0,0.3,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,7
PEND. PANCASILA & KEWARGANEGARAAN (PPKN),1443," Pendidikan Pancasila & Kewarganegaraan (PPKN) adalah jurusan yang mempelajari mengenai nilai-nilai Pancasila sebagai dasar negara Indonesia, serta mengenai hak dan kewajiban warga negara. Mahasiswa jurusan ini akan mempelajari materi mengenai sejarah pembentukan Pancasila, falsafah Pancasila, Bhinneka Tunggal Ika, serta konstitusi dan sistem pemerintahan Indonesia. Selain itu, mereka juga akan mempelajari mengenai hak asasi manusia, demokrasi, pluralisme, dan isu-isu sosial dan politik yang relevan dengan kehidupan bermasyarakat. Jurusan ini bertujuan untuk mencetak lulusan yang memiliki pemahaman yang mendalam mengenai nilai-nilai kebangsaan dan memiliki kesadaran sebagai warga negara yang baik.","1. Pancasila
2. Kewarganegaraan
3. Hukum Tata Negara
4. Sistem Politik Indonesia
5. Sejarah Perjuangan Bangsa
6. Etika Profesi
7. Konstitusi dan UUD
8. Teori Kepemimpinan
9. Politik Luar Negeri
10. Kebijakan Publik",0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.5,0.2,0.7,0.9,11
PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,1436,"Jurusan Pendidikan Guru Sekolah Dasar (PGSD) di Surakarta adalah program studi yang bertujuan untuk membekali mahasiswa dengan pengetahuan dan keterampilan yang diperlukan untuk menjadi seorang guru di tingkat sekolah dasar. Selama kuliah, mahasiswa akan belajar tentang berbagai metode pengajaran, kurikulum pendidikan dasar, psikologi perkembangan anak, manajemen kelas, serta berbagai materi pelajaran yang diajarkan di SD. Selain itu, mahasiswa juga akan mendapatkan pengalaman praktis melalui magang di sekolah-sekolah untuk mengasah keterampilan mengajar mereka. Jurusan PGSD di Surakarta membantu calon guru sekolah dasar untuk menjadi pendidik yang profesional, peduli, dan mampu menginspirasi para siswa mereka.","1. Matematika Dasar
2. Bahasa Indonesia
3. Bahasa Inggris
4. Pendidikan Kewarganegaraan
5. Pendidikan Agama
6. Pendidikan Jasmani
7. Ilmu Pengetahuan Alam
8. Ilmu Pengetahuan Sosial
9. Psikologi Pendidikan
10. Teknologi Pendidikan",0.2,0.2,0.1,0.4,0.1,0.1,0.2,0.1,0.4,0.3,0.9,0.2,0.1,0.2,0.4,0.4,0.1,11
FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),1429,"Jurusan Teknik Mesin dan Dirgantara (FTMD) adalah salah satu jurusan di dalam Fakultas Teknik yang memberikan pemahaman mendalam mengenai rekayasa mesin dan pesawat terbang. Mahasiswa jurusan ini akan mempelajari berbagai konsep dan teori tentang desain, produksi, dan pemeliharaan mesin serta pesawat terbang. Mereka akan dilatih untuk memiliki kemampuan analisis yang baik dalam mengatasi berbagai permasalahan yang terkait dengan mesin dan pesawat terbang, serta kemampuan untuk melakukan perancangan dan pengembangan inovasi teknologi di bidang tersebut. Dengan berkembangnya industri manufaktur dan penerbangan, lulusan jurusan ini memiliki peluang karir yang luas, mulai dari menjadi insinyur mesin, insinyur desain pesawat terbang, hingga peneliti di berbagai perusahaan dan lembaga riset terkemuka. Selain itu, mereka juga dapat berkontribusi dalam pengembangan teknologi yang berdampak positif bagi kemajuan industri dan masyarakat.","1. Material Science and Engineering
2. Thermodynamics
3. Fluid Mechanics
4. Aerospace Structures
5. Machine Design
6. Aerospace Propulsion
7. Control Systems
8. Aerospace Systems Engineering
9. Manufacturing Processes
10. Engineering Mathematics",0.7,1.0,0.8,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
PEND. BIOLOGI,1429,"Jurusan Pendidikan Biologi adalah salah satu jurusan di perguruan tinggi yang mempelajari berbagai aspek ilmu biologi serta penerapannya dalam dunia pendidikan. Mahasiswa jurusan ini akan mempelajari mata kuliah seperti biologi sel, biokimia, genetika, ekologi, serta metode pengajaran biologi. Mereka akan dilatih untuk menjadi guru biologi yang kompeten dan mampu mengajar dengan baik di tingkat pendidikan dasar maupun menengah. Selain itu, mahasiswa jurusan Pendidikan Biologi juga akan diajarkan cara merancang kurikulum yang sesuai dengan perkembangan ilmu biologi serta metode pembelajaran yang inovatif dan menarik bagi siswa. Dengan demikian, jurusan ini bertujuan untuk menghasilkan lulusan yang dapat memberikan kontribusi positif dalam meningkatkan minat dan pemahaman masyarakat terhadap ilmu biologi.","1. Biologi Sel
2. Genetika
3. Fisiologi
4. Ekologi
5. Mikrobiologi
6. Biokimia
7. Botani
8. Zoologi
9. Biomedis
10. Hewan Vertebrata",0.2,0.9,0.1,0.0,1.0,0.3,0.2,0.0,0.0,0.0,0.8,0.5,0.8,0.3,0.1,0.0,0.0,5
ADMINISTRASI BISNIS TERAPAN,1424,"Jurusan Administrasi Bisnis Terapan merupakan program studi yang mengkombinasikan bidang administrasi bisnis dengan penerapan praktis di dunia nyata. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai konsep dan teori dalam manajemen bisnis, keuangan, pemasaran, sumber daya manusia, dan lain sebagainya. Mereka juga akan dilatih untuk mengembangkan keterampilan praktis dalam mengelola bisnis dan organisasi, melakukan analisis pasar, merencanakan strategi bisnis, dan mengimplementasikan keputusan yang tepat. Jurusan ini membekali mahasiswa dengan pengetahuan dan keterampilan yang dibutuhkan untuk sukses dalam dunia bisnis yang kompetitif dan dinamis.","1. Administrasi Bisnis
2. Akuntansi Keuangan
3. Manajemen Sumber Daya Manusia
4. Pemasaran
5. Manajemen Operasional
6. Komunikasi Bisnis
7. Kewirausahaan
8. Ekonomi Bisnis
9. Manajemen Strategik
10. Keuangan Bisnis",0.4,0.0,0.0,0.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,7
PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),1380," program studi Pendidikan Guru Sekolah Dasar di Kampus Makassar. Program studi ini bertujuan untuk membekali calon guru sekolah dasar dengan pengetahuan dan keterampilan yang dibutuhkan untuk mendidik siswa di tingkat sekolah dasar. Selain itu, program studi ini juga menekankan pada pembelajaran yang menyenangkan, kreatif, dan inovatif agar para calon guru dapat mengajar dengan metode yang efektif dan menarik bagi siswa. Selain itu, program studi ini juga mempersiapkan calon guru untuk menangani berbagai tantangan dan perubahan dalam dunia pendidikan saat ini. Jadi, dengan mengikuti program studi Pendidikan Guru Sekolah Dasar di Kampus Makassar, para calon guru akan mendapatkan pengetahuan dan keterampilan yang dibutuhkan untuk menjadi guru yang profesional dan berkualitas.","1. Pendidikan Agama
2. Guru dan Perkembangan Anak
3. Sekolah dan Masyarakat
4. Dasar-dasar Pendidikan
5. Kampus dan Teknologi Pendidikan
6. Makassar dalam Sejarah Pendidikan
7. Pendidikan Matematika
8. Guru dalam Sistem Pendidikan
9. Sekolah dan Kualitas Pendidikan
10. Dasar-dasar Kepemimpinan Pendidikan",0.2,0.2,0.1,0.4,0.1,0.1,0.2,0.1,0.4,0.3,0.9,0.2,0.1,0.2,0.4,0.4,0.1,11
TEKNIK BIOMEDIS,1356,"Teknik Biomedis adalah salah satu jurusan kuliah yang menggabungkan ilmu tekhnologi dan ilmu biologi untuk menciptakan inovasi dalam bidang kesehatan. Mahasiswa jurusan ini akan mempelajari tentang pengembangan alat-alat medis, perangkat kesehatan, sistem pemantauan kesehatan, serta teknologi inovatif lainnya yang dapat membantu dalam diagnosis, pengobatan, dan pemeliharaan kesehatan manusia.

Selain itu, mahasiswa Teknik Biomedis juga akan mempelajari tentang prinsip-prinsip rekayasa biomedis, seperti pengolahan sinyal biomedis, pengolahan citra medis, bioinformatika, teknik regeneratif, dan biomaterial. Mereka juga akan belajar tentang peraturan dan standar yang berlaku dalam industri kesehatan serta etika dalam pengembangan teknologi kesehatan.

Dengan menggabungkan ilmu teknik dan ilmu biologi, lulusan Teknik Biomedis dapat bekerja dalam berbagai bidang, seperti perusahaan manufaktur alat kesehatan, rumah sakit, penelitian biomedis, dan konsultasi teknologi kesehatan. Mereka akan menjadi inovator yang dapat menciptakan solusi teknologi yang dapat meningkatkan kualitas hidup dan kesehatan masyarakat secara keseluruhan.","1. Anatomi dan Fisiologi
2. Biokimia
3. Farmakologi
4. Imunologi
5. Mikrobiologi
6. Genetika
7. Bioinstrumentasi
8. Biostatistika
9. Patologi
10. Biomekanika",0.7,1.0,0.2,0.0,0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2
DESAIN GRAFIS,1334,"Desain Grafis adalah jurusan kuliah yang mempelajari tentang seni dan teknik untuk menciptakan desain visual yang komunikatif dan estetis. Di jurusan ini, mahasiswa akan belajar tentang penggunaan alat-alat desain seperti Adobe Photoshop, Illustrator, dan InDesign untuk membuat karya-karya visual seperti poster, brosur, logo, dan desain web. Selain itu, mahasiswa juga akan mempelajari konsep dasar desain, komposisi visual, warna, tipografi, dan teknik editing foto. Jurusan Desain Grafis merupakan pilihan yang sangat cocok bagi mereka yang memiliki minat dan bakat dalam seni dan kreativitas visual.","1. Pengantar Desain Grafis
2. Fotografi Digital
3. Desain Komunikasi Visual
4. Ilustrasi
5. Tipografi
6. Desain Interaksi
7. Pemodelan 3D
8. Animasi
9. Desain Packaging
10. Desain Web",0.2,0.0,0.0,0.2,0.1,0.0,0.6,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,9
PENDIDIKAN ILMU PENGETAHUAN ALAM,1334,"Jurusan Pendidikan Ilmu Pengetahuan Alam merupakan salah satu jurusan yang memberikan pemahaman mendalam mengenai konsep-konsep ilmiah dalam berbagai bidang seperti fisika, kimia, biologi, dan matematika. Mahasiswa jurusan ini akan belajar tentang teori-teori ilmiah, metode penelitian ilmiah, serta penerapan ilmu pengetahuan alam dalam kehidupan sehari-hari. Mereka juga akan dibekali dengan keterampilan untuk mengembangkan materi pembelajaran yang menarik dan efektif dalam menciptakan generasi yang memiliki pemahaman yang kuat tentang ilmu pengetahuan alam. Selain itu, lulusan jurusan ini juga diharapkan mampu menjadi pengajar atau pengembang kurikulum yang berkualitas dalam pendidikan ilmu pengetahuan alam.","1. Biologi
2. Kimia
3. Fisika
4. Matematika
5. Geografi
6. Astronomi
7. Ekologi
8. Zoologi
9. Botani
10. Mikrobiologi",0.9,1.0,0.8,0.0,0.8,0.6,0.4,0.0,0.0,0.0,0.8,0.6,0.0,0.6,0.1,0.0,0.0,2
PENDIDIKAN TEKNIK MESIN,1319,"Jurusan Pendidikan Teknik Mesin merupakan program studi yang mempelajari tentang penerapan ilmu teknik mesin dan pendidikan di bidang pendidikan. Mahasiswa jurusan ini akan mempelajari berbagai materi mengenai teknik mesin, seperti perancangan, produksi, dan pemeliharaan mesin, serta juga belajar metode pengajaran dan pembelajaran yang efektif untuk mengajarkan ilmu teknik mesin kepada siswa. Selain itu, mahasiswa jurusan ini juga akan dilatih untuk mengembangkan kemampuan dalam merancang materi pembelajaran yang menarik dan mudah dipahami oleh siswa. Dengan demikian, lulusan jurusan Pendidikan Teknik Mesin diharapkan dapat menjadi guru yang berkualitas dalam mengajarkan ilmu teknik mesin kepada generasi penerus di masa depan.","1. Teknik Pemeliharaan Mesin
2. Gambar Teknik
3. Material Teknik
4. Konversi Energi
5. Sistem Kontrol
6. Proses Manufaktur
7. Statistik Teknik
8. Proyek Perancangan
9. Ergonomi
10. Metode Numerik",0.7,0.8,0.4,0.0,0.0,0.3,0.3,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2
PEND. GURU SEKOLAH DASAR (PGSD),1305," Pendidikan Guru Sekolah Dasar (PGSD) adalah sebuah jurusan kuliah yang mempersiapkan mahasiswa untuk menjadi guru pada tingkat pendidikan dasar. Jurusan ini memberikan pengetahuan dan keterampilan dalam bidang pendidikan, psikologi perkembangan anak, metode pengajaran, serta manajemen kelas. Mahasiswa PGSD akan dibekali dengan pemahaman mendalam tentang kurikulum pendidikan dasar, teknik evaluasi pembelajaran, dan kemampuan untuk menciptakan lingkungan belajar yang kondusif. Selain itu, mahasiswa PGSD juga akan dilatih untuk menjadi fasilitator pembelajaran yang mampu merancang, melaksanakan, dan mengevaluasi proses pembelajaran untuk meningkatkan prestasi belajar siswa pada tingkat sekolah dasar. Dengan lulus dari jurusan ini, mahasiswa diharapkan memiliki kompetensi dan dedikasi yang tinggi untuk mengembangkan potensi siswa dan menciptakan generasi penerus yang berkualitas.","1. Pendidikan Pancasila dan Kewarganegaraan
2. Pendidikan Bahasa Indonesia
3. Pendidikan Matematika
4. Pendidikan IPA (Ilmu Pengetahuan Alam)
5. Pendidikan Agama
6. Pendidikan Kewirausahaan
7. Pendidikan Seni
8. Pendidikan Jasmani dan Kesehatan
9. Pendidikan Teknologi Informasi
10. Pendidikan Sosiologi",0.2,0.2,0.1,0.4,0.1,0.1,0.2,0.1,0.4,0.3,0.9,0.2,0.1,0.2,0.4,0.4,0.1,11
TEKNOLOGI HASIL PERIKANAN,1302,"Teknologi Hasil Perikanan merupakan jurusan kuliah yang mempelajari tentang proses teknologi yang digunakan dalam pengolahan hasil perikanan. Mahasiswa jurusan ini akan belajar mengenai metode-metode pengawetan, pengolahan, dan packaging produk-produk perikanan. Mereka juga akan mempelajari tentang sanitasi, keamanan pangan, dan manajemen produksi dalam industri perikanan. Secara umum, jurusan ini bertujuan untuk menghasilkan lulusan yang kompeten dalam mengembangkan inovasi teknologi dalam industri perikanan untuk meningkatkan kualitas dan nilai produk perikanan.","1. Pemrosesan Hasil Perikanan
2. Teknik Penangkapan Ikan
3. Budidaya Perairan
4. Pengolahan Limbah Perikanan
5. Ekonomi Kelautan
6. Penelitian Perikanan
7. Kesehatan Ikan
8. Ilmu Kelautan
9. Pengelolaan Sumber Daya Perikanan
10. Komunikasi Perikanan",0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
KOMUNIKASI DIGITAL DAN MEDIA,1298," jurusan Komunikasi Digital dan Media adalah program studi yang mempelajari berbagai aspek dalam dunia digital dan media, termasuk strategi komunikasi, produksi konten digital, analisis media, dan penggunaan teknologi digital dalam berkomunikasi. Mahasiswa jurusan ini akan mempelajari teori-teori komunikasi, pengembangan keterampilan desain grafis dan multimedia, serta praktik dalam penerapan teknologi informasi dalam pembuatan konten digital. Jurusan ini juga menekankan pentingnya pemahaman tentang media baru, seperti media sosial, dan bagaimana media tersebut memengaruhi cara kita berkomunikasi dan berinteraksi dalam masyarakat modern. Dengan demikian, lulusan jurusan Komunikasi Digital dan Media diharapkan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja di berbagai industri yang membutuhkan keahlian dalam komunikasi digital dan media.","1. Komunikasi Digital
2. Desain Grafis
3. Bahasa Pemrograman
4. Web Development
5. Social Media Marketing
6. Fotografi Digital
7. Content Creation
8. E-commerce
9. Jurnalistik Online
10. Multimedia Design",0.1,0.0,0.0,0.2,0.0,0.0,0.8,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.1,8
AKUAKULTUR,1296,"Akuakultur adalah jurusan yang mempelajari teknik budidaya dan pemeliharaan organisme air seperti ikan, udang, kerang, dan ganggang laut. Mahasiswa jurusan ini akan belajar tentang berbagai teknik budidaya air, manajemen lingkungan akuatik, pakan dan nutrisi, kesehatan ikan, serta penanggulangan penyakit. Selain itu, mereka juga akan mempelajari tentang keberlanjutan ekosistem akuatik dan peran penting akuakultur dalam memenuhi kebutuhan protein hewani secara berkelanjutan. Jurusan ini menawarkan peluang karir di bidang pengelolaan perikanan, penelitian akuakultur, konservasi sumber daya akuatik, dan bisnis budidaya ikan.","1. Budidaya Perairan
2. Teknologi Budidaya Udang
3. Teknologi Pengolahan Air
4. Akuakultur Perikanan
5. Manajemen Sumber Daya Perairan
6. Pemeliharaan Budidaya Ikan
7. Ekologi Perairan
8. Pengelolaan Lingkungan Perairan
9. Pemeliharaan Organisme Air
10. Metode Penelitian Perikanan",0.2,0.3,0.0,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.0,0.0,0.0,5
SISTEM DAN TEKNOLOGI INFORMASI,1294,"Jurusan kuliah Sistem dan Teknologi Informasi merupakan program studi yang menawarkan penguasaan dalam bidang teknologi informasi, sistem informasi, dan komputer. Para mahasiswa akan mempelajari berbagai konsep dasar seperti pemrograman, jaringan komputer, basis data, keamanan informasi, analisis dan desain sistem, serta manajemen proyek teknologi informasi. Jurusan ini bertujuan untuk menghasilkan lulusan yang kompeten dalam mengelola sistem informasi dan teknologi informasi guna mendukung berbagai kebutuhan bisnis dan organisasi. Lulusan jurusan Sistem dan Teknologi Informasi dapat bekerja sebagai analis sistem, developer perangkat lunak, administrator database, spesialis keamanan informasi, atau manajer TI.","1. Sistem Informasi Manajemen
2. Database Management System
3. Analisis Sistem Informasi
4. Manajemen Proyek TI
5. Pengembangan Aplikasi Berbasis Web
6. Keamanan Informasi
7. Jaringan Komputer dan Komunikasi Data
8. Rekayasa Perangkat Lunak
9. Sistem Operasi
10. Teknologi Cloud Computing",0.7,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ILMU ADMINISTRASI NEGARA (NK),1288,"Jurusan Ilmu Administrasi Negara (NK) adalah program studi yang bertujuan untuk memberikan pemahaman yang mendalam tentang sistem administrasi negara serta mempersiapkan mahasiswa untuk dapat bekerja di berbagai institusi pemerintahan, organisasi non-profit, maupun sektor swasta yang terkait dengan urusan pemerintahan. Mahasiswa jurusan ini akan belajar tentang berbagai aspek administrasi publik, manajemen pemerintahan, kebijakan publik, etika dan tata kelola pemerintahan yang baik. Mereka juga akan dilatih untuk memiliki kemampuan analisis, pemecahan masalah, serta komunikasi yang efektif dalam mengelola berbagai kegiatan administrasi pemerintahan. Jurusan Ilmu Administrasi Negara (NK) merupakan pilihan yang tepat bagi mereka yang berminat bekerja dalam bidang pemerintahan dan masyarakat serta ingin berkontribusi dalam membangun negara yang lebih baik.","1. Teori Administrasi Negara
2. Komunikasi Administrasi Negara
3. Hukum Administrasi Negara
4. Etika Administrasi Negara
5. Sistem Informasi Administrasi Negara
6. Kebijakan Publik
7. Manajemen Organisasi Publik
8. Penelitian Administrasi Negara
9. Pemerintahan Daerah
10. Kelembagaan Pemerintahan",0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.3,0.0,0.5,0.2,0.0,0.8,12
